Date,Price,Open,High,Low,Vol,Change,200EMA,20EMA
2019.10.22,1.1124,1.115,1.1158,1.1118,77870,-0.22,1.1205,1.1049
2019.10.21,1.1148,1.1143,1.118,1.1137,72460,-0.19,1.1206,1.1041
2019.10.18,1.1169,1.1125,1.1173,1.1114,71330,0.42,1.1206,1.1029
2019.10.17,1.1122,1.1072,1.1141,1.1064,86080,0.47,1.1207,1.1015
2019.10.16,1.107,1.1033,1.1086,1.1021,87180,0.35,1.1207,1.1003
2019.10.15,1.1031,1.1028,1.1047,1.0991,88260,0.03,1.1209,1.0996
2019.10.14,1.1028,1.1044,1.105,1.1013,70530,-0.11,1.1211,1.0993
2019.10.11,1.104,1.1006,1.1063,1.1,92510,0.33,1.1212,1.0989
2019.10.10,1.1004,1.0971,1.1035,1.097,90920,0.32,1.1214,1.0984
2019.10.09,1.0969,1.0956,1.0991,1.0951,74640,0.14,1.1216,1.0982
2019.10.08,1.0954,1.0971,1.0997,1.0941,77640,-0.15,1.1219,1.0983
2019.10.07,1.097,1.0976,1.1001,1.0962,63620,-0.05,1.1221,1.0986
2019.10.04,1.0976,1.0963,1.0999,1.0956,77210,0.11,1.1224,1.0988
2019.10.03,1.0964,1.0959,1.1,1.0941,74960,0.05,1.1226,1.0989
2019.10.02,1.0958,1.0933,1.0964,1.0904,59610,0.26,1.1229,1.0992
2019.10.01,1.093,1.09,1.0943,1.0878,66570,0.29,1.1232,1.0995
2019.09.30,1.0898,1.094,1.0948,1.0884,60670,-0.37,1.1235,1.1002
2019.09.27,1.0938,1.0921,1.096,1.0905,70740,0.16,1.1238,1.1013
2019.09.26,1.0921,1.0942,1.0969,1.0908,77230,-0.18,1.1241,1.1021
2019.09.25,1.0941,1.102,1.1025,1.0937,70800,-0.7,1.1244,1.1031
2019.09.24,1.1018,1.0994,1.1025,1.0983,67680,0.25,1.1247,1.1041
2019.09.23,1.0991,1.1016,1.1027,1.0965,62980,-0.24,1.125,1.1043
2019.09.20,1.1017,1.1042,1.1069,1.0996,66060,-0.21,1.1252,1.1049
2019.09.19,1.104,1.103,1.1075,1.1022,68940,0.1,1.1255,1.1052
2019.09.18,1.1029,1.1073,1.1077,1.1013,68220,-0.38,1.1257,1.1053
2019.09.17,1.1071,1.1,1.1076,1.099,78200,0.65,1.1259,1.1056
2019.09.16,1.1,1.1087,1.1093,1.0993,76330,-0.66,1.1261,1.1054
2019.09.13,1.1073,1.1063,1.111,1.1055,81760,0.11,1.1264,1.106
2019.09.12,1.1061,1.1011,1.1087,1.0927,89750,0.47,1.1266,1.1059
2019.09.11,1.1009,1.1044,1.1056,1.0984,75200,-0.31,1.1268,1.1059
2019.09.10,1.1043,1.1047,1.1061,1.103,72760,-0.03,1.127,1.1064
2019.09.09,1.1046,1.1024,1.1069,1.1015,67880,0.17,1.1273,1.1066
2019.09.06,1.1027,1.1034,1.1057,1.102,84700,-0.05,1.1275,1.1068
2019.09.05,1.1033,1.1037,1.1085,1.1016,91310,0,1.1277,1.1072
2019.09.04,1.1033,1.0974,1.1039,1.0968,94440,0.56,1.128,1.1077
2019.09.03,1.0972,1.097,1.0979,1.0926,94860,0.05,1.1282,1.1081
2019.09.02,1.0966,1.0989,1.1,1.0957,67020,-0.21,1.1285,1.1093
2019.08.30,1.0989,1.1056,1.1062,1.0963,83850,-0.6,1.1289,1.1106
2019.08.29,1.1055,1.1077,1.1092,1.1042,83420,-0.2,1.1292,1.1118
2019.08.28,1.1077,1.1091,1.1099,1.1072,83860,-0.12,1.1294,1.1125
2019.08.27,1.109,1.1103,1.1116,1.1085,84150,-0.09,1.1296,1.113
2019.08.26,1.11,1.1145,1.1166,1.1093,94640,-0.39,1.1298,1.1134
2019.08.23,1.1144,1.1079,1.1154,1.1051,91220,0.6,1.13,1.1138
2019.08.22,1.1078,1.1085,1.1114,1.1063,81700,-0.05,1.1302,1.1137
2019.08.21,1.1083,1.11,1.1108,1.108,79980,-0.14,1.1304,1.1144
2019.08.20,1.1099,1.1079,1.1107,1.1065,82510,0.21,1.1306,1.115
2019.08.19,1.1076,1.1092,1.1114,1.1076,71550,-0.12,1.1308,1.1155
2019.08.16,1.1089,1.1107,1.1114,1.1066,75880,-0.15,1.1311,1.1164
2019.08.15,1.1106,1.1139,1.1159,1.1091,92300,-0.29,1.1313,1.1172
2019.08.14,1.1138,1.1171,1.1192,1.113,91930,-0.28,1.1315,1.1179
2019.08.13,1.1169,1.1214,1.1229,1.117,92350,-0.38,1.1317,1.1183
2019.08.12,1.1212,1.1204,1.1231,1.1162,72490,0.13,1.1318,1.1184
2019.08.09,1.1198,1.118,1.1223,1.1179,89360,0.18,1.1319,1.1181
2019.08.08,1.1178,1.1199,1.1233,1.1177,101840,-0.17,1.1321,1.118
2019.08.07,1.1197,1.1199,1.1243,1.1179,105390,-0.01,1.1322,1.118
2019.08.06,1.1198,1.1203,1.125,1.1168,105460,-0.04,1.1323,1.1178
2019.08.05,1.1202,1.1103,1.1214,1.1103,100410,0.86,1.1325,1.1176
2019.08.02,1.1107,1.1085,1.1118,1.107,97580,0.22,1.1326,1.1173
2019.08.01,1.1083,1.1076,1.1096,1.1027,103820,0.08,1.1328,1.118
2019.07.31,1.1074,1.1155,1.1163,1.1059,84770,-0.71,1.133,1.119
2019.07.30,1.1153,1.1144,1.1162,1.1132,78920,0.08,1.1333,1.1202
2019.07.29,1.1144,1.1127,1.1151,1.1113,64099,0.17,1.1335,1.1208
2019.07.26,1.1125,1.1147,1.1151,1.1112,65450,-0.18,1.1337,1.1214
2019.07.25,1.1145,1.1141,1.1188,1.1101,79250,0.05,1.1339,1.1224
2019.07.24,1.1139,1.1152,1.1159,1.1127,80490,-0.11,1.1341,1.1232
2019.07.23,1.1151,1.121,1.1211,1.1145,75820,-0.51,1.1343,1.1242
2019.07.22,1.1208,1.1218,1.1226,1.1206,66810,-0.11,1.1345,1.1251
2019.07.19,1.122,1.1277,1.1283,1.1203,86560,-0.49,1.1346,1.1256
2019.07.18,1.1275,1.1224,1.1281,1.1205,82740,0.46,1.1347,1.126
2019.07.17,1.1223,1.1211,1.1235,1.12,72840,0.12,1.1348,1.1258
2019.07.16,1.1209,1.1257,1.1264,1.1201,73540,-0.43,1.1349,1.1262
2019.07.15,1.1257,1.1269,1.1285,1.1252,61890,-0.11,1.1351,1.1267
2019.07.12,1.1269,1.1254,1.1276,1.1237,78170,0.15,1.1352,1.1268
2019.07.11,1.1252,1.1251,1.1286,1.1244,82670,0.03,1.1353,1.1268
2019.07.10,1.1249,1.1208,1.1264,1.1201,81570,0.38,1.1354,1.127
2019.07.09,1.1206,1.1215,1.122,1.1193,70420,-0.07,1.1355,1.1272
2019.07.08,1.1214,1.1223,1.1235,1.1207,65610,-0.09,1.1356,1.1279
2019.07.05,1.1224,1.1285,1.1288,1.1207,80740,-0.53,1.1358,1.1286
2019.07.04,1.1284,1.1278,1.1296,1.1272,60350,0.06,1.1359,1.1292
2019.07.03,1.1277,1.1285,1.1312,1.1268,74720,-0.05,1.136,1.1293
2019.07.02,1.1283,1.1286,1.1321,1.1274,77150,-0.02,1.136,1.1295
2019.07.01,1.1285,1.1376,1.1376,1.128,76260,-0.73,1.1361,1.1296
2019.06.28,1.1368,1.137,1.1394,1.1351,65180,0,1.1362,1.1297
2019.06.27,1.1368,1.1369,1.1382,1.1348,66450,0,1.1362,1.129
2019.06.26,1.1368,1.1365,1.1392,1.1348,73540,0.03,1.1362,1.1282
2019.06.25,1.1365,1.1399,1.1413,1.1343,72500,-0.27,1.1362,1.1273
2019.06.24,1.1396,1.1361,1.1405,1.1361,59480,0.26,1.1362,1.1263
2019.06.21,1.1366,1.1292,1.1379,1.1282,72790,0.66,1.1361,1.1249
2019.06.20,1.1291,1.1226,1.1319,1.1226,75430,0.6,1.1361,1.1237
2019.06.19,1.1224,1.1193,1.1254,1.1186,58200,0.29,1.1362,1.1231
2019.06.18,1.1191,1.1219,1.1243,1.118,65200,-0.23,1.1363,1.1232
2019.06.17,1.1217,1.1216,1.1248,1.1204,55650,0.09,1.1365,1.1236
2019.06.14,1.1207,1.1283,1.1291,1.1201,69780,-0.6,1.1367,1.1238
2019.06.13,1.1275,1.1287,1.1305,1.1267,82340,-0.11,1.1368,1.1241
2019.06.12,1.1287,1.1326,1.1344,1.1281,85750,-0.37,1.1369,1.1238
2019.06.11,1.1329,1.1312,1.1338,1.1301,80880,0.15,1.137,1.1232
2019.06.10,1.1312,1.1324,1.1331,1.1289,69460,-0.17,1.1371,1.1222
2019.06.07,1.1331,1.1276,1.1349,1.125,75230,0.51,1.1371,1.1213
2019.06.06,1.1274,1.1229,1.1309,1.1214,93760,0.49,1.1371,1.12
2019.06.05,1.1219,1.1251,1.1307,1.1219,93140,-0.28,1.1372,1.1192
2019.06.04,1.1251,1.1241,1.1279,1.1226,90460,0.1,1.1374,1.119
2019.06.03,1.124,1.1168,1.1264,1.1156,90570,0.65,1.1375,1.1183
2019.05.31,1.1167,1.1135,1.118,1.1125,123500,0.33,1.1377,1.1177
2019.05.30,1.113,1.1132,1.1145,1.1115,99860,0.01,1.1379,1.1178
2019.05.29,1.1129,1.1161,1.1174,1.1123,114390,-0.28,1.1381,1.1183
2019.05.28,1.116,1.1199,1.1204,1.1158,104180,-0.32,1.1384,1.1189
2019.05.27,1.1196,1.1196,1.1216,1.1185,76740,-0.05,1.1386,1.1192
2019.05.24,1.1202,1.1182,1.1214,1.1174,90140,0.2,1.1388,1.1192
2019.05.23,1.118,1.1151,1.1189,1.1107,102900,0.25,1.139,1.1191
2019.05.22,1.1152,1.1167,1.1181,1.1147,90510,-0.05,1.1392,1.1192
2019.05.21,1.1158,1.1171,1.1188,1.1141,95760,-0.11,1.1394,1.1196
2019.05.20,1.117,1.1158,1.1177,1.1149,80100,0.13,1.1397,1.12
2019.05.17,1.1156,1.1174,1.1185,1.1154,99450,-0.14,1.1399,1.1203
2019.05.16,1.1172,1.1202,1.1227,1.1165,100260,-0.25,1.1401,1.1208
2019.05.15,1.12,1.1204,1.1226,1.1177,108970,-0.03,1.1404,1.1212
2019.05.14,1.1203,1.1224,1.1247,1.12,97880,-0.18,1.1406,1.1213
2019.05.13,1.1223,1.1242,1.1266,1.1221,92550,-0.09,1.1408,1.1214
2019.05.10,1.1233,1.1215,1.1255,1.1214,125720,0.12,1.141,1.1213
2019.05.09,1.122,1.1192,1.1253,1.1172,129039,0.26,1.1411,1.1211
2019.05.08,1.1191,1.1191,1.1215,1.1182,127310,0.01,1.1413,1.121
2019.05.07,1.119,1.1199,1.1222,1.1165,132420,-0.06,1.1416,1.1212
2019.05.06,1.1197,1.1172,1.1211,1.1159,105100,-0.03,1.1418,1.1215
2019.05.03,1.12,1.1178,1.1207,1.1135,103470,0.21,1.142,1.1217
2019.05.02,1.1176,1.1202,1.1221,1.117,102830,-0.16,1.1422,1.1218
2019.05.01,1.1194,1.1215,1.1266,1.1187,79660,-0.19,1.1425,1.1223
2019.04.30,1.1215,1.1186,1.1231,1.1175,102970,0.27,1.1427,1.1226
2019.04.29,1.1185,1.1152,1.1192,1.1141,82350,0.33,1.1429,1.1227
2019.04.26,1.1148,1.1131,1.1176,1.1111,114900,0.16,1.1432,1.1232
2019.04.25,1.113,1.1161,1.1164,1.1118,124490,-0.2,1.1435,1.124
2019.04.24,1.1152,1.1229,1.1233,1.114,141630,-0.65,1.1438,1.1252
2019.04.23,1.1225,1.1257,1.1264,1.1192,125190,-0.27,1.144,1.1263
2019.04.22,1.1255,1.1244,1.1264,1.1236,72390,0.08,1.1443,1.1266
2019.04.19,1.1246,1.1241,1.1254,1.1228,89840,0.15,1.1444,1.1268
2019.04.18,1.1229,1.1297,1.1307,1.1226,125600,-0.58,1.1446,1.127
2019.04.17,1.1294,1.1281,1.1326,1.1279,128150,0.12,1.1449,1.1274
2019.04.16,1.128,1.1303,1.1315,1.1279,115860,-0.24,1.145,1.1272
2019.04.15,1.1307,1.13,1.1322,1.1294,93510,0.06,1.1452,1.1271
2019.04.12,1.13,1.1254,1.1327,1.1252,128280,0.44,1.1453,1.1268
2019.04.11,1.125,1.1273,1.1291,1.1249,124360,-0.2,1.1455,1.1264
2019.04.10,1.1273,1.1264,1.1288,1.1229,123960,0.11,1.1457,1.1266
2019.04.09,1.1261,1.1272,1.1286,1.1253,132960,0.02,1.1459,1.1265
2019.04.08,1.1259,1.1218,1.1277,1.1213,101260,0.4,1.1461,1.1265
2019.04.05,1.1214,1.1223,1.1247,1.1209,132170,-0.05,1.1463,1.1266
2019.04.04,1.122,1.1235,1.125,1.1205,135430,-0.12,1.1465,1.1271
2019.04.03,1.1234,1.1205,1.1256,1.12,140490,0.29,1.1468,1.1277
2019.04.02,1.1202,1.1216,1.1219,1.1183,144840,-0.09,1.147,1.1281
2019.04.01,1.1212,1.1218,1.125,1.1202,115770,-0.04,1.1473,1.129
2019.03.29,1.1217,1.1221,1.1249,1.1208,145740,-0.03,1.1475,1.1298
2019.03.28,1.122,1.1244,1.1264,1.1213,151790,-0.24,1.1478,1.1307
2019.03.27,1.1247,1.1269,1.1287,1.1242,159400,-0.15,1.1481,1.1316
2019.03.26,1.1264,1.1313,1.1329,1.1262,143110,-0.42,1.1483,1.1323
2019.03.25,1.1311,1.1294,1.1333,1.1284,114780,-0.02,1.1485,1.1329
2019.03.22,1.1313,1.1375,1.1394,1.1272,161240,-0.53,1.1487,1.1331
2019.03.21,1.1373,1.1414,1.1439,1.1342,149660,-0.33,1.1489,1.1333
2019.03.20,1.1411,1.1351,1.145,1.1335,140480,0.55,1.149,1.1329
2019.03.19,1.1349,1.1337,1.1364,1.1332,131550,0.11,1.1491,1.132
2019.03.18,1.1336,1.1323,1.136,1.1317,95070,0.1,1.1492,1.1317
2019.03.15,1.1325,1.1305,1.1346,1.1296,145780,0.2,1.1494,1.1315
2019.03.14,1.1302,1.1329,1.1342,1.1293,169180,-0.2,1.1495,1.1314
2019.03.13,1.1325,1.1287,1.1341,1.1277,160620,0.35,1.1497,1.1315
2019.03.12,1.1286,1.125,1.1308,1.1243,165860,0.35,1.1499,1.1314
2019.03.11,1.1247,1.1238,1.1259,1.1221,125990,0.06,1.1501,1.1317
2019.03.08,1.124,1.1194,1.1248,1.1185,136430,0.41,1.1504,1.1324
2019.03.07,1.1194,1.1306,1.1322,1.1176,137530,-1,1.1506,1.1333
2019.03.06,1.1307,1.1313,1.1328,1.1286,138900,-0.01,1.151,1.1348
2019.03.05,1.1308,1.1339,1.1353,1.129,140880,-0.28,1.1512,1.1352
2019.03.04,1.134,1.138,1.1398,1.1309,110260,-0.33,1.1514,1.1357
2019.03.01,1.1377,1.1372,1.141,1.1353,156730,0.05,1.1515,1.1358
2019.02.28,1.1371,1.1371,1.1421,1.1357,160780,0.02,1.1517,1.1356
2019.02.27,1.1369,1.1396,1.1404,1.136,151860,-0.16,1.1518,1.1355
2019.02.26,1.1387,1.1366,1.1404,1.1343,142080,0.25,1.152,1.1353
2019.02.25,1.1359,1.1338,1.1369,1.1323,130220,0.14,1.1521,1.135
2019.02.22,1.1343,1.1337,1.136,1.1315,153240,0.06,1.1523,1.1349
2019.02.21,1.1336,1.1338,1.1368,1.132,162580,-0.01,1.1524,1.135
2019.02.20,1.1337,1.1342,1.1374,1.1324,147530,-0.04,1.1526,1.1351
2019.02.19,1.1341,1.131,1.1358,1.1274,135020,0.27,1.1528,1.1352
2019.02.18,1.1311,1.1288,1.1337,1.1284,103750,0.14,1.153,1.1354
2019.02.15,1.1295,1.1295,1.1313,1.1233,152820,-0.05,1.1532,1.1358
2019.02.14,1.1301,1.1262,1.1313,1.1247,153820,0.3,1.1535,1.1365
2019.02.13,1.1267,1.1326,1.1346,1.126,153980,-0.51,1.1537,1.1371
2019.02.12,1.1325,1.128,1.1342,1.1256,144050,0.43,1.154,1.1382
2019.02.11,1.1276,1.1328,1.1331,1.1264,118570,-0.48,1.1542,1.1389
2019.02.08,1.133,1.1346,1.1355,1.132,154670,-0.1,1.1545,1.14
2019.02.07,1.1341,1.136,1.1375,1.1322,158350,-0.18,1.1547,1.1408
2019.02.06,1.1362,1.1406,1.142,1.1359,173890,-0.46,1.1549,1.1415
2019.02.05,1.1415,1.1442,1.1456,1.14,171170,-0.2,1.1551,1.142
2019.02.04,1.1438,1.1457,1.1467,1.1421,121200,-0.16,1.1552,1.1421
2019.02.01,1.1456,1.1447,1.149,1.1433,167340,0.09,1.1553,1.1419
2019.01.31,1.1446,1.148,1.1517,1.1434,174900,-0.29,1.1554,1.1415
2019.01.30,1.1479,1.1433,1.1503,1.1404,179840,0.41,1.1555,1.1412
2019.01.29,1.1432,1.1428,1.1453,1.141,178210,-0.02,1.1556,1.1405
2019.01.28,1.1434,1.1404,1.1445,1.1388,160920,0.17,1.1557,1.1402
2019.01.25,1.1415,1.1306,1.1421,1.1298,169550,0.96,1.1559,1.1399
2019.01.24,1.1306,1.138,1.1398,1.1287,155750,-0.66,1.156,1.1397
2019.01.23,1.1381,1.1358,1.1397,1.1348,139450,0.19,1.1563,1.1407
2019.01.22,1.1359,1.1365,1.1386,1.1334,154960,-0.06,1.1564,1.1409
2019.01.21,1.1366,1.1371,1.1409,1.1355,132260,0.03,1.1566,1.1415
2019.01.18,1.1363,1.1389,1.1413,1.1352,157650,-0.31,1.1568,1.142
2019.01.17,1.1398,1.1396,1.141,1.1369,178910,-0.02,1.1571,1.1426
2019.01.16,1.14,1.1414,1.1429,1.1377,177100,-0.15,1.1572,1.1429
2019.01.15,1.1417,1.1473,1.1494,1.1381,185600,-0.52,1.1574,1.1432
2019.01.14,1.1477,1.1471,1.1485,1.144,119240,0.07,1.1576,1.1433
2019.01.11,1.1469,1.1499,1.1542,1.1457,155950,-0.27,1.1577,1.1429
2019.01.10,1.15,1.1542,1.1572,1.1485,0,-0.37,1.1578,1.1424
2019.01.09,1.1543,1.1444,1.1556,1.1435,0,0.88,1.1578,1.1417
2019.01.08,1.1442,1.1476,1.1487,1.1422,6640,-0.3,1.1579,1.1403
2019.01.07,1.1476,1.1392,1.1485,1.1392,5200,0.71,1.158,1.1399
2019.01.04,1.1395,1.1393,1.1422,1.1345,144770,0.01,1.1581,1.1391
2019.01.03,1.1394,1.1345,1.1413,1.1309,9250,0.45,1.1583,1.1391
2019.01.02,1.1343,1.1464,1.1499,1.1325,9010,-1.06,1.1585,1.139
2019.01.01,1.1464,1.1466,1.1481,1.1425,3380,-0.05,1.1587,1.1395
2018.12.31,1.147,1.1443,1.147,1.1421,0,0.28,1.1589,1.1388
2018.12.28,1.1438,1.1429,1.1478,1.1424,0,0.07,1.159,1.1379
2018.12.27,1.143,1.1353,1.1457,1.1349,0,0.68,1.1591,1.1373
2018.12.26,1.1353,1.1363,1.1423,1.1342,0,-0.08,1.1593,1.1367
2018.12.25,1.1362,1.14,1.1429,1.1361,0,-0.33,1.1595,1.1369
2018.12.24,1.14,1.137,1.1439,1.135,0,0.27,1.1598,1.1369
2018.12.21,1.1369,1.1447,1.1477,1.1353,0,-0.67,1.16,1.1366
2018.12.20,1.1446,1.1377,1.1487,1.1371,0,0.61,1.1602,1.1366
2018.12.19,1.1377,1.1361,1.1442,1.136,0,0.14,1.1604,1.1358
2018.12.18,1.1361,1.1346,1.1402,1.1336,0,0.12,1.1606,1.1356
2018.12.17,1.1347,1.1308,1.136,1.1299,0,0.34,1.1608,1.1355
2018.12.14,1.1309,1.1362,1.1374,1.1268,0,-0.48,1.1611,1.1356
2018.12.13,1.1363,1.1369,1.1396,1.133,0,-0.04,1.1614,1.1361
2018.12.12,1.1368,1.1317,1.1388,1.1312,0,0.46,1.1617,1.136
2018.12.11,1.1316,1.1361,1.1402,1.1304,0,-0.35,1.1619,1.136
2018.12.10,1.1356,1.1401,1.1444,1.1349,0,-0.19,1.1622,1.1364
2018.12.07,1.1378,1.1377,1.1425,1.1359,0,0.02,1.1625,1.1365
2018.12.06,1.1376,1.1345,1.1414,1.1321,0,0.28,1.1627,1.1364
2018.12.05,1.1344,1.1342,1.1361,1.1309,0,-0.01,1.163,1.1362
2018.12.04,1.1345,1.1354,1.1421,1.1318,0,-0.08,1.1633,1.1364
2018.12.03,1.1354,1.1315,1.1382,1.1315,0,0.33,1.1636,1.1366
2018.11.30,1.1317,1.1395,1.1402,1.1304,0,-0.67,1.1638,1.1368
2018.11.29,1.1393,1.1367,1.1403,1.1348,0,0.24,1.1642,1.1373
2018.11.28,1.1366,1.1291,1.1387,1.1264,0,0.69,1.1644,1.1371
2018.11.27,1.1288,1.1326,1.1344,1.1276,0,-0.35,1.1647,1.1372
2018.11.26,1.1328,1.1343,1.1385,1.1323,0,-0.11,1.1651,1.138
2018.11.23,1.1341,1.1403,1.1422,1.1325,0,-0.59,1.1654,1.1386
2018.11.22,1.1408,1.1382,1.1434,1.1378,0,0.2,1.1657,1.1391
2018.11.21,1.1385,1.1371,1.1426,1.1363,0,0.12,1.1659,1.1389
2018.11.20,1.1371,1.1453,1.1473,1.1357,0,-0.72,1.1662,1.1389
2018.11.19,1.1453,1.1403,1.1467,1.1393,0,0.29,1.1665,1.1391
2018.11.16,1.142,1.133,1.1423,1.132,0,0.81,1.1667,1.1384
2018.11.15,1.1328,1.1309,1.1364,1.1271,0,0.16,1.167,1.1381
2018.11.14,1.131,1.129,1.1349,1.1262,0,0.17,1.1673,1.1386
2018.11.13,1.1291,1.1219,1.1296,1.1216,0,0.65,1.1677,1.1394
2018.11.12,1.1218,1.1331,1.1333,1.1214,0,-1.04,1.1681,1.1405
2018.11.09,1.1336,1.1364,1.1371,1.1315,0,-0.24,1.1685,1.1425
2018.11.08,1.1363,1.1425,1.1448,1.1352,0,-0.55,1.1689,1.1434
2018.11.07,1.1426,1.1427,1.1502,1.1395,0,-0.01,1.1692,1.1442
2018.11.06,1.1427,1.1406,1.144,1.1389,0,0.18,1.1695,1.1443
2018.11.05,1.1407,1.1391,1.1425,1.1356,0,0.18,1.1697,1.1445
2018.11.02,1.1387,1.1408,1.1458,1.1372,0,-0.19,1.17,1.1449
2018.11.01,1.1409,1.1311,1.1426,1.1306,0,0.86,1.1704,1.1456
2018.10.31,1.1312,1.1345,1.1363,1.1301,0,-0.28,1.1707,1.146
2018.10.30,1.1344,1.1372,1.1387,1.1338,0,-0.25,1.171,1.1476
2018.10.29,1.1373,1.1408,1.1418,1.1361,0,-0.26,1.1714,1.149
2018.10.26,1.1403,1.1376,1.1422,1.1334,0,0.24,1.1718,1.1502
2018.10.25,1.1376,1.1392,1.1434,1.1355,0,-0.14,1.1721,1.1513
2018.10.24,1.1392,1.147,1.1477,1.1378,0,-0.69,1.1724,1.1527
2018.10.23,1.1471,1.1466,1.1495,1.1438,0,0.05,1.1728,1.1541
2018.10.22,1.1465,1.1507,1.1552,1.1455,0,-0.43,1.173,1.1549
2018.10.19,1.1515,1.1451,1.1536,1.1433,0,0.54,1.1733,1.1558
2018.10.18,1.1453,1.15,1.1528,1.1448,0,-0.42,1.1735,1.1562
2018.10.17,1.1501,1.1575,1.1585,1.1495,0,-0.64,1.1738,1.1574
2018.10.16,1.1575,1.158,1.1623,1.1564,0,-0.03,1.174,1.1581
2018.10.15,1.1579,1.1559,1.1608,1.1537,0,0.14,1.1742,1.1582
2018.10.12,1.1563,1.1592,1.1611,1.1534,0,-0.27,1.1743,1.1582
2018.10.11,1.1594,1.1519,1.16,1.1517,0,0.64,1.1745,1.1584
2018.10.10,1.152,1.1491,1.1547,1.1479,0,0.26,1.1747,1.1583
2018.10.09,1.149,1.1491,1.1504,1.143,0,-0.02,1.1749,1.159
2018.10.08,1.1492,1.152,1.1536,1.1459,0,-0.28,1.1752,1.16
2018.10.05,1.1524,1.1513,1.155,1.1483,0,0.08,1.1754,1.1612
2018.10.04,1.1515,1.1478,1.1543,1.1464,0,0.32,1.1757,1.1621
2018.10.03,1.1478,1.1548,1.1595,1.1465,0,-0.61,1.1759,1.1632
2018.10.02,1.1548,1.1578,1.1582,1.1506,0,-0.26,1.1762,1.1648
2018.10.01,1.1578,1.1609,1.163,1.1563,0,-0.27,1.1764,1.1659
2018.09.28,1.1609,1.1641,1.1652,1.1567,0,-0.27,1.1766,1.1668
2018.09.27,1.1641,1.174,1.1759,1.1637,0,-0.84,1.1767,1.1674
2018.09.26,1.174,1.1767,1.1799,1.1726,0,-0.27,1.1769,1.1677
2018.09.25,1.1772,1.1748,1.1793,1.173,0,0.2,1.1769,1.1671
2018.09.24,1.1748,1.1751,1.1817,1.1723,0,-0.02,1.1769,1.166
2018.09.21,1.175,1.1776,1.1804,1.1731,0,-0.23,1.1769,1.1651
2018.09.20,1.1777,1.1671,1.1786,1.1665,0,0.89,1.1769,1.164
2018.09.19,1.1673,1.1667,1.1716,1.1648,0,0.05,1.1769,1.1626
2018.09.18,1.1667,1.1684,1.1726,1.1651,0,-0.14,1.177,1.1621
2018.09.17,1.1683,1.1623,1.1699,1.1617,0,0.46,1.1771,1.1616
2018.09.14,1.163,1.169,1.1724,1.1619,0,-0.51,1.1772,1.1609
2018.09.13,1.169,1.1627,1.1703,1.1608,0,0.55,1.1774,1.1607
2018.09.12,1.1626,1.1604,1.1651,1.157,0,0.16,1.1775,1.1598
2018.09.11,1.1607,1.1594,1.1645,1.1565,0,0.11,1.1776,1.1595
2018.09.10,1.1594,1.156,1.1617,1.1526,0,0.35,1.1778,1.1594
2018.09.07,1.1553,1.1624,1.1651,1.155,0,-0.59,1.178,1.1594
2018.09.06,1.1622,1.1629,1.166,1.1603,0,-0.06,1.1782,1.1598
2018.09.05,1.1629,1.1581,1.164,1.1542,0,0.41,1.1783,1.1596
2018.09.04,1.1582,1.1623,1.1629,1.1528,0,-0.36,1.1785,1.1592
2018.09.03,1.1624,1.1596,1.1629,1.1583,0,0.2,1.1787,1.1593
2018.08.31,1.1601,1.1671,1.1692,1.1585,0,-0.6,1.1789,1.159
2018.08.30,1.1671,1.1707,1.172,1.1641,0,-0.32,1.1791,1.1589
2018.08.29,1.1708,1.1695,1.1712,1.1652,0,0.11,1.1792,1.158
2018.08.28,1.1695,1.1678,1.1735,1.1662,0,0.15,1.1793,1.1566
2018.08.27,1.1678,1.1631,1.1694,1.1592,0,0.47,1.1794,1.1553
2018.08.24,1.1623,1.154,1.1641,1.1533,0,0.73,1.1795,1.154
2018.08.23,1.1539,1.1596,1.1601,1.153,0,-0.5,1.1796,1.1531
2018.08.22,1.1597,1.157,1.1624,1.1551,0,0.22,1.1799,1.153
2018.08.21,1.1571,1.1482,1.1602,1.1479,0,0.78,1.1801,1.1523
2018.08.20,1.1481,1.1442,1.1486,1.1394,0,0.37,1.1803,1.1518
2018.08.17,1.1439,1.1377,1.1447,1.1365,0,0.54,1.1807,1.1522
2018.08.16,1.1377,1.1345,1.1411,1.1335,0,0.28,1.181,1.1531
2018.08.15,1.1345,1.1344,1.1357,1.1299,0,0.01,1.1815,1.1547
2018.08.14,1.1344,1.141,1.1431,1.133,0,-0.57,1.1819,1.1568
2018.08.13,1.1409,1.1389,1.1434,1.1364,0,-0.02,1.1824,1.1592
2018.08.10,1.1411,1.1526,1.1537,1.1384,0,-1.01,1.1828,1.1611
2018.08.09,1.1527,1.1609,1.162,1.1525,0,-0.72,1.1833,1.1632
2018.08.08,1.1611,1.1598,1.1629,1.1571,0,0.1,1.1836,1.1643
2018.08.07,1.1599,1.1555,1.161,1.1547,0,0.39,1.1838,1.1646
2018.08.06,1.1554,1.1571,1.1574,1.1527,0,-0.11,1.184,1.1651
2018.08.03,1.1567,1.1583,1.1611,1.1559,0,-0.15,1.1843,1.1662
2018.08.02,1.1584,1.166,1.1669,1.1582,0,-0.65,1.1846,1.1672
2018.08.01,1.166,1.1691,1.1701,1.1656,0,-0.27,1.1849,1.1681
2018.07.31,1.1691,1.1706,1.1745,1.1682,0,-0.13,1.185,1.1683
