Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
10/17/2007,1.4203,1.4169,1.4231,1.4157,0.28%,1.3548,1.4108,0.19854,11.21185056946808,7.9488320394594725
10/16/2007,1.4163,1.4215,1.4229,1.4143,-0.34%,1.3541,1.4098,0.19454,13.829163716295497,1.731536132429815
10/15/2007,1.4212,1.4182,1.4245,1.4161,0.23%,1.3535,1.4091,0.19944,10.63692690907152,1.6124989533307799
10/12/2007,1.4179,1.4201,1.4214,1.4153,-0.11%,1.3528,1.4078,0.19614,19.395043675891007,11.828844887372242
10/11/2007,1.4194,1.4143,1.4242,1.4135,0.33%,1.3521,1.4068,0.19764,11.770246283558777,0.0
10/10/2007,1.4147,1.4103,1.4173,1.4094,0.28%,1.3515,1.4054,0.19294,17.552946368881788,0.0
10/09/2007,1.4108,1.4058,1.4115,1.4015,0.36%,1.3508,1.4045,0.18904,14.851954855312888,15.834963281018753
10/08/2007,1.4057,1.4146,1.4154,1.4034,-0.56%,1.3502,1.4038,0.18394,66.17449637090861,0.010116104314131695
10/05/2007,1.4136,1.4133,1.4157,1.4031,0.01%,1.3497,1.4036,0.19184,11.402520836394205,0.0
10/04/2007,1.4135,1.4091,1.415,1.4068,0.35%,1.349,1.4025,0.19174,20.56227893677826,10.197735022575522
10/03/2007,1.4085,1.4152,1.4202,1.4082,-0.48%,1.3484,1.4014,0.18674,11.633081067656512,0.0
10/02/2007,1.4153,1.4233,1.4239,1.4139,-0.56%,1.3478,1.4006,0.19354,10.087236236830275,0.0
10/01/2007,1.4232,1.4278,1.4282,1.4211,-0.28%,1.3471,1.3991,0.20144,14.130186220969051,32.908662247081814
09/28/2007,1.4272,1.4149,1.4279,1.4145,0.86%,1.3463,1.3966,0.20544,16.616046448290483,0.0
09/27/2007,1.4151,1.4131,1.4191,1.4124,0.15%,1.3455,1.3933,0.19334,8.198202312984868,1.2793340765515402
09/26/2007,1.413,1.4146,1.4163,1.4111,-0.11%,1.3448,1.391,0.19124,12.62942763661125,24.037505577036658
09/25/2007,1.4146,1.4084,1.4154,1.406,0.43%,1.3441,1.3887,0.19284,17.247534636074647,0.058034276443512355
09/24/2007,1.4085,1.4091,1.4131,1.4068,-0.04%,1.3434,1.386,0.18674,12.996276239392145,12.155426529701419
09/21/2007,1.4091,1.4064,1.4122,1.4043,0.12%,1.3428,1.3836,0.18734,17.241899987765137,0.0
09/20/2007,1.4074,1.3967,1.4101,1.3962,0.77%,1.3421,1.3809,0.18564,13.382170443619398,0.13451927409058245
09/19/2007,1.3967,1.3979,1.3988,1.3935,-0.11%,1.3415,1.3782,0.17494,20.67380937427556,118.06111380297031
09/18/2007,1.3982,1.3863,1.399,1.3828,0.84%,1.3409,1.3762,0.17644,8.417284541804168,0.0033598404683664804
09/17/2007,1.3866,1.3868,1.3889,1.3849,-0.06%,1.3403,1.3739,0.16484,9.326920632796934,2.4507311795863895
09/14/2007,1.3875,1.3868,1.3897,1.3845,0.05%,1.3399,1.3726,0.16574,10.055769975726578,18.507376883138793
09/13/2007,1.3868,1.3904,1.3927,1.3862,-0.26%,1.3394,1.371,0.16504,10.47836543095973,13.616192159010115
09/12/2007,1.3904,1.3834,1.3916,1.3825,0.48%,1.3389,1.3693,0.16864,11.671023476984034,0.0
09/11/2007,1.3838,1.3807,1.3849,1.3779,0.29%,1.3384,1.3671,0.16204,8.061503383915282,0.0
09/10/2007,1.3798,1.3784,1.3817,1.3767,0.22%,1.3379,1.3654,0.15804,17.779298211318167,0.0
09/07/2007,1.3768,1.3695,1.38,1.3664,0.58%,1.3375,1.3638,0.15504,10.693097403946005,0.0
09/06/2007,1.3689,1.365,1.3711,1.3635,0.29%,1.3371,1.3625,0.14714,15.678879339778277,0.0
09/05/2007,1.365,1.3604,1.3673,1.3569,0.32%,1.3368,1.3618,0.14324,27.51093442763151,0.48902066583409254
09/04/2007,1.3607,1.3622,1.3628,1.3552,-0.10%,1.3365,1.3614,0.13894,11.234318593340463,0.0
09/03/2007,1.3621,1.3628,1.3656,1.3603,-0.07%,1.3363,1.3615,0.14034,62.485968719605886,0.0
08/31/2007,1.363,1.3637,1.3721,1.3621,-0.06%,1.336,1.3615,0.14124,18.04307506937323,0.0
08/30/2007,1.3638,1.3678,1.3679,1.3593,-0.28%,1.3357,1.3613,0.14204,17.407606124129753,14.06460563749284
08/29/2007,1.3676,1.3601,1.3681,1.3563,0.53%,1.3355,1.361,0.14584,15.632525750306964,1.92475667041065
08/28/2007,1.3604,1.3642,1.3681,1.3599,-0.29%,1.3351,1.3604,0.13864,7.307013342456571,0.0
08/27/2007,1.3644,1.3671,1.3686,1.3634,-0.27%,1.3349,1.3603,0.14264,14.127312132382636,48.99248938053535
08/24/2007,1.3681,1.3566,1.3682,1.3554,0.83%,1.3346,1.3599,0.14634,8.573900089033117,0.0
08/23/2007,1.3569,1.3549,1.3589,1.3535,0.14%,1.3342,1.3591,0.13514,11.593783131873476,0.0
08/22/2007,1.355,1.3462,1.355,1.3449,0.65%,1.334,1.3593,0.13324,22.922878560720605,0.22269388033251403
08/21/2007,1.3462,1.3476,1.3523,1.3457,-0.08%,1.3338,1.3597,0.12444,12.004099940020513,0.0
08/20/2007,1.3473,1.348,1.3509,1.346,-0.02%,1.3337,1.3612,0.12554,29.162292869461254,44.80671815249602
08/17/2007,1.3476,1.342,1.3546,1.3371,0.39%,1.3335,1.3626,0.12584,32.40242969628791,0.007142321495525991
08/16/2007,1.3424,1.3426,1.3449,1.3359,-0.01%,1.3334,1.3642,0.12064,11.707230043903486,0.0
08/15/2007,1.3426,1.3536,1.3539,1.3425,-0.82%,1.3333,1.3665,0.12084,12.895085403450842,0.0
08/14/2007,1.3537,1.3607,1.363,1.3531,-0.54%,1.3332,1.369,0.13194,13.6277172360092,0.0
08/13/2007,1.3611,1.3687,1.371,1.3603,-0.60%,1.333,1.3706,0.13934,15.092681652555031,0.2961192600781979
08/10/2007,1.3693,1.3678,1.3706,1.3641,0.15%,1.3327,1.3716,0.14754,19.345284549729364,99.20433005677302
08/09/2007,1.3672,1.3794,1.3819,1.3655,-0.90%,1.3324,1.3719,0.14544,15.342760985321425,2.2170588264242914
08/08/2007,1.3796,1.3744,1.3828,1.372,0.38%,1.332,1.3724,0.15784,12.22086541086523,4.06770328020327
08/07/2007,1.3744,1.379,1.3817,1.3735,-0.36%,1.3315,1.3716,0.15264,7.828438015314656,0.0
08/06/2007,1.3794,1.3828,1.384,1.378,0.15%,1.3311,1.3713,0.15764,20.692224475997012,14.832039843207173
08/03/2007,1.3774,1.3703,1.382,1.3682,0.54%,1.3306,1.3705,0.15564,12.036950749036018,0.0
08/02/2007,1.37,1.3681,1.3708,1.3651,0.22%,1.3302,1.3697,0.14824,14.406192974542995,0.18941670821162282
08/01/2007,1.367,1.3676,1.3712,1.3638,-0.02%,1.3298,1.3697,0.14524,13.384434327892397,0.0
07/31/2007,1.3673,1.3695,1.3728,1.3669,-0.15%,1.3294,1.37,0.14554,11.197820176664164,27.662866364867725
07/30/2007,1.3693,1.3615,1.3706,1.3609,0.43%,1.329,1.3703,0.14754,14.658314111772334,13.597188362176961
07/27/2007,1.3634,1.3737,1.3754,1.3627,-0.80%,1.3286,1.3704,0.14164,14.01255080535922,0.35059095712108634
07/26/2007,1.3744,1.3725,1.3773,1.3691,0.15%,1.3282,1.3711,0.15264,16.786362261060525,56.9091718907259
07/25/2007,1.3724,1.3828,1.3831,1.3697,-0.75%,1.3278,1.3708,0.15064,10.427106543881024,0.34724609533410394
07/24/2007,1.3828,1.3809,1.3854,1.3799,0.12%,1.3273,1.3706,0.16104,7.064424905048505,3.835396749237429
07/23/2007,1.3811,1.3838,1.3845,1.3796,-0.12%,1.3268,1.3693,0.15934,8.99342683404018,3.3348407195260212
07/20/2007,1.3827,1.3797,1.3844,1.3779,0.21%,1.3262,1.3681,0.16094,11.132643326004272,0.16327175388333698
07/19/2007,1.3798,1.3805,1.3832,1.3786,-0.04%,1.3257,1.3665,0.15804,13.178346622649645,6.30285132382756
07/18/2007,1.3803,1.3782,1.3834,1.3752,0.11%,1.3251,1.3651,0.15854,6.850732159976986,0.0
07/17/2007,1.3788,1.3774,1.3801,1.3758,0.12%,1.3246,1.3635,0.15704,9.638489247428568,0.4569357865446024
07/16/2007,1.3771,1.3779,1.3803,1.3758,-0.09%,1.324,1.3619,0.15534,10.811915407854679,0.0
07/13/2007,1.3784,1.3788,1.3815,1.3763,-0.07%,1.3235,1.3603,0.15664,6.466297986108819,57.62611258028388
07/12/2007,1.3794,1.3746,1.38,1.3742,0.35%,1.3229,1.3584,0.15764,17.78739222652553,0.008330183687351854
07/11/2007,1.3746,1.3748,1.3786,1.3731,0.00%,1.3224,1.3562,0.15284,20.633086222277004,650.0948275862872
07/10/2007,1.3746,1.3632,1.375,1.3594,0.86%,1.3218,1.3543,0.15284,8.739668358574173,0.014029778637845786
07/09/2007,1.3629,1.3633,1.364,1.3609,0.01%,1.3213,1.3521,0.14114,12.172572802879097,24.032273140093544
07/06/2007,1.3628,1.3597,1.3642,1.3568,0.22%,1.3209,1.351,0.14104,20.255628960647044,0.7255866601217955
07/05/2007,1.3598,1.3613,1.3662,1.3579,-0.10%,1.3205,1.3498,0.13804,10.41113106507332,0.060018174933721725
07/04/2007,1.3612,1.3609,1.3632,1.3605,0.00%,1.3201,1.3487,0.13944,11.70771311516763,13.32929323536245
07/03/2007,1.3612,1.3632,1.3636,1.3583,-0.10%,1.3197,1.3474,0.13944,12.47895296416165,35.29336667424381
07/02/2007,1.3626,1.3542,1.3639,1.3529,0.62%,1.3192,1.3459,0.14084,13.208214228719305,0.0
06/29/2007,1.3542,1.3447,1.3542,1.343,0.71%,1.3188,1.3442,0.13244,12.42837211317693,0.02630780773589429
06/28/2007,1.3446,1.3451,1.3482,1.3423,-0.04%,1.3184,1.3431,0.12284,25.316339881672437,0.0
06/27/2007,1.3452,1.3457,1.346,1.3415,-0.01%,1.3182,1.343,0.12344,8.576951524806582,0.0
06/26/2007,1.3453,1.3462,1.3481,1.3432,-0.08%,1.3179,1.3427,0.12354,12.252788527202574,0.0
06/25/2007,1.3464,1.3466,1.3474,1.3439,-0.04%,1.3176,1.3425,0.12464,9.530858244937157,344.5022844566236
06/22/2007,1.3469,1.3386,1.3471,1.3381,0.54%,1.3174,1.3421,0.12514,9.97150097511381,0.059022700792567814
06/21/2007,1.3396,1.3403,1.3409,1.3373,-0.07%,1.3171,1.3415,0.11784,6.298565029231192,0.0
06/20/2007,1.3405,1.3424,1.3438,1.3396,-0.16%,1.3168,1.3417,0.11874,13.154171509323724,0.8896087804567113
06/19/2007,1.3427,1.3414,1.3437,1.3382,0.09%,1.3166,1.3419,0.12094,4.962971445487407,0.0
06/18/2007,1.3415,1.3377,1.342,1.3376,0.20%,1.3163,1.3418,0.11974,8.803424100020537,0.0
06/15/2007,1.3388,1.3306,1.339,1.3304,0.57%,1.3161,1.3418,0.11704,16.280633339761156,0.004876936847780907
06/14/2007,1.3312,1.3314,1.3325,1.3279,0.00%,1.3158,1.3421,0.10944,19.31575358825818,5.000379996959473
06/13/2007,1.3312,1.3302,1.3316,1.3264,0.08%,1.3157,1.3433,0.10944,8.351361892608411,30.24540168731873
06/12/2007,1.3302,1.3357,1.3369,1.33,-0.43%,1.3155,1.3446,0.10844,17.06796401875365,0.0
06/11/2007,1.3359,1.3363,1.3365,1.3333,-0.11%,1.3154,1.3461,0.11414,21.605102630378,0.0
06/08/2007,1.3374,1.3426,1.3429,1.332,-0.42%,1.3152,1.3472,0.11564,10.320381579727945,0.0
06/07/2007,1.343,1.3504,1.3514,1.3422,-0.55%,1.315,1.3482,0.12124,9.797764258555706,0.0
06/06/2007,1.3504,1.3517,1.3541,1.3485,-0.15%,1.3147,1.3487,0.12864,12.49349497059198,6.925183282528451
06/05/2007,1.3524,1.3494,1.3555,1.3487,0.23%,1.3143,1.3485,0.13064,8.409831434638809,0.0
06/04/2007,1.3493,1.3445,1.35,1.3432,0.33%,1.3139,1.3481,0.12754,34.56789101149211,0.033325722404032115
06/01/2007,1.3449,1.3453,1.3464,1.3392,-0.03%,1.3136,1.348,0.12314,10.052876013272893,13.228020325823268
05/31/2007,1.3453,1.343,1.3478,1.3424,0.19%,1.3133,1.3483,0.12354,8.623315312571307,1.5690871650903062
05/30/2007,1.3428,1.3447,1.3457,1.3407,-0.13%,1.3129,1.3487,0.12104,34.67207555792637,0.0
05/29/2007,1.3446,1.345,1.3522,1.342,-0.05%,1.3126,1.3493,0.12284,4.511468650008176,0.9002056986133399
05/28/2007,1.3453,1.3447,1.3464,1.3445,0.09%,1.3123,1.3498,0.12354,13.226975539129157,0.0
05/25/2007,1.3441,1.3431,1.3474,1.3411,0.10%,1.312,1.3502,0.12234,6.498544431492386,10.237658536584808
05/24/2007,1.3428,1.346,1.3462,1.3415,-0.25%,1.3117,1.3509,0.12104,16.849336981892872,0.37821148128388876
05/23/2007,1.3462,1.3451,1.3504,1.3415,0.08%,1.3114,1.3517,0.12444,7.6672258654873024,0.9088136204196579
05/22/2007,1.3451,1.3461,1.348,1.3438,-0.13%,1.311,1.3523,0.12334,14.18193307574023,0.0
05/21/2007,1.3468,1.3519,1.3529,1.3436,-0.30%,1.3107,1.3531,0.12504,13.54163138017895,0.23732730751560954
05/18/2007,1.3509,1.3498,1.3522,1.3465,0.10%,1.3103,1.3538,0.12914,11.947571120373155,4.007867039470895
05/17/2007,1.3495,1.3516,1.3545,1.3475,-0.19%,1.3099,1.3541,0.12774,12.717226505840124,0.0
05/16/2007,1.3521,1.3594,1.3611,1.3504,-0.52%,1.3095,1.3545,0.13034,10.852068728522324,3.4257036304768866
05/15/2007,1.3592,1.3542,1.3611,1.3527,0.37%,1.3091,1.3548,0.13744,6.797402795814057,0.0
05/14/2007,1.3542,1.3533,1.3559,1.3525,0.10%,1.3086,1.3543,0.13244,8.847238779356726,0.0
05/11/2007,1.3529,1.3476,1.3533,1.3462,0.33%,1.3081,1.3543,0.13114,16.124100209365537,3.3272841352789424
05/10/2007,1.3485,1.3527,1.3565,1.3465,-0.33%,1.3077,1.3545,0.12674,8.530070607427737,0.0
05/09/2007,1.3529,1.3546,1.3567,1.3519,-0.10%,1.3072,1.3551,0.13114,14.404406364749471,0.0
05/08/2007,1.3542,1.36,1.3623,1.3515,-0.42%,1.3068,1.3554,0.13244,13.684762014078936,0.0
05/07/2007,1.3599,1.3602,1.3629,1.3592,0.07%,1.3063,1.3555,0.13814,10.843305649155257,58.82250631555369
05/04/2007,1.359,1.3548,1.3611,1.3531,0.25%,1.3058,1.355,0.13724,16.037072207756847,1.8658089549192678
05/03/2007,1.3556,1.3584,1.3624,1.3548,-0.25%,1.3052,1.3546,0.13384,12.217722088235206,0.0
05/02/2007,1.359,1.3605,1.3613,1.356,-0.11%,1.3047,1.3545,0.13724,13.829992019801308,0.0
05/01/2007,1.3605,1.3641,1.3674,1.359,-0.31%,1.3042,1.354,0.13874,18.408464959361808,0.46966041336541736
04/30/2007,1.3647,1.3634,1.368,1.3588,-0.04%,1.3036,1.3533,0.14294,14.03681996583541,0.0
04/27/2007,1.3653,1.3592,1.3683,1.3586,0.43%,1.303,1.3521,0.14354,8.540133459942203,3.934253110728287
04/26/2007,1.3594,1.3643,1.3655,1.3584,-0.32%,1.3024,1.3507,0.13764,11.620959685763234,0.0
04/25/2007,1.3638,1.3638,1.3666,1.3619,-0.04%,1.3018,1.3498,0.14204,14.26263122855559,0.0
04/24/2007,1.3643,1.3579,1.3645,1.3548,0.49%,1.3012,1.3483,0.14254,14.035671639639629,1.0556817745159661
04/23/2007,1.3577,1.3603,1.3609,1.3542,-0.10%,1.3005,1.3467,0.13594,9.682482864680509,0.0
04/20/2007,1.3591,1.3614,1.3638,1.3585,-0.12%,1.3,1.3455,0.13734,29.58287810650692,0.0
04/19/2007,1.3608,1.3612,1.3621,1.3559,-0.01%,1.2994,1.3441,0.13904,12.789993983236704,28.91334462059849
04/18/2007,1.3609,1.3575,1.3619,1.3544,0.27%,1.2988,1.3423,0.13914,10.731467961375927,0.0
04/17/2007,1.3572,1.3526,1.3595,1.3521,0.29%,1.2981,1.3404,0.13544,8.529389107156552,1.1494684538941375
04/16/2007,1.3533,1.3556,1.3577,1.3529,0.03%,1.2975,1.3386,0.13154,11.245664739884152,6.959202479685121
04/13/2007,1.3529,1.3489,1.3554,1.3479,0.31%,1.297,1.337,0.13114,9.602573279768553,0.0
04/12/2007,1.3487,1.3432,1.3504,1.343,0.41%,1.2964,1.3354,0.12694,11.786362233877664,0.00726992230231803
04/11/2007,1.3432,1.3434,1.3443,1.3407,-0.04%,1.2959,1.334,0.12144,13.344287558600898,312.1703989505546
04/10/2007,1.3437,1.3358,1.3457,1.3348,0.62%,1.2954,1.333,0.12194,6.156221422548064,0.4567856465819837
04/09/2007,1.3354,1.3373,1.338,1.334,-0.19%,1.2949,1.3319,0.11364,8.75270291142174,0.0
04/06/2007,1.3379,1.3429,1.3435,1.3365,-0.32%,1.2945,1.3315,0.11614,11.826344534569415,4.8034838161455795
04/05/2007,1.3422,1.3373,1.3443,1.3352,0.37%,1.2941,1.3308,0.12044,7.347160188548165,0.0
04/04/2007,1.3373,1.3325,1.3382,1.3319,0.28%,1.2936,1.3296,0.11554,8.799361600700903,2.132673675530978
04/03/2007,1.3335,1.3367,1.3384,1.3319,-0.25%,1.2932,1.3288,0.11174,18.732459016393314,0.0
04/02/2007,1.3369,1.3375,1.3384,1.3331,0.08%,1.2928,1.3283,0.11514,18.827498116659395,14.02208771658691
03/30/2007,1.3358,1.3329,1.3403,1.3289,0.19%,1.2923,1.3274,0.11404,9.450199015321349,0.0
03/29/2007,1.3333,1.3315,1.3356,1.3301,0.12%,1.2919,1.3265,0.11154,9.433812878042263,8.447383698427661
03/28/2007,1.3317,1.3356,1.3375,1.3307,-0.28%,1.2915,1.3258,0.10994,7.723321497704751,1.3568303602450298
03/27/2007,1.3354,1.3331,1.3371,1.3319,0.14%,1.2911,1.3252,0.11364,15.30253403680231,0.0
03/26/2007,1.3335,1.329,1.3349,1.3254,0.38%,1.2906,1.3241,0.11174,7.779940930347146,5.118413141174526
03/23/2007,1.3285,1.3333,1.3345,1.3282,-0.36%,1.2902,1.3232,0.10674,14.332041753425827,0.0
03/22/2007,1.3333,1.3384,1.3413,1.331,-0.40%,1.2898,1.3226,0.11154,15.380130612318416,8.2868829032618
03/21/2007,1.3386,1.3321,1.339,1.3287,0.53%,1.2894,1.3215,0.11684,12.683177210836691,0.0
03/20/2007,1.3316,1.3301,1.3324,1.327,0.11%,1.2889,1.3197,0.10984,9.219575141593477,1.9259192593170211
03/19/2007,1.3302,1.3319,1.3327,1.3279,-0.09%,1.2884,1.3184,0.10844,14.751516344719839,33.987019011265744
03/16/2007,1.3314,1.3238,1.3342,1.3232,0.57%,1.288,1.3172,0.10964,10.947516441359621,0.0
03/15/2007,1.3239,1.322,1.3254,1.3193,0.11%,1.2876,1.3157,0.10214,10.803355079217624,0.0
03/14/2007,1.3224,1.3199,1.3247,1.3175,0.20%,1.2872,1.3148,0.10064,13.603169670603135,0.0
03/13/2007,1.3198,1.3189,1.3223,1.3155,0.08%,1.2869,1.314,0.09804,11.041566943818644,0.0
03/12/2007,1.3188,1.3115,1.3202,1.3108,0.56%,1.2865,1.3134,0.09704,12.171726562162409,0.39579809294626733
03/09/2007,1.3114,1.3131,1.3159,1.3085,-0.11%,1.2862,1.3128,0.08964,8.657709673315004,0.0
03/08/2007,1.3129,1.3175,1.3184,1.3115,-0.36%,1.286,1.313,0.09114,10.142365474339101,5.220782845358376
03/07/2007,1.3176,1.3127,1.3187,1.3109,0.37%,1.2857,1.313,0.09584,7.291701018899798,0.0
03/06/2007,1.3127,1.3093,1.3133,1.3079,0.24%,1.2854,1.3125,0.09094,17.188044201654765,35.57992934220383
03/05/2007,1.3095,1.3205,1.3214,1.3071,-0.75%,1.2851,1.3125,0.08774,24.812457655693766,0.03273491274113103
03/02/2007,1.3194,1.3188,1.3203,1.3142,0.06%,1.2848,1.3128,0.09764,13.765031557794963,32.25913242009428
03/01/2007,1.3186,1.323,1.3241,1.3154,-0.37%,1.2845,1.3121,0.09684,34.01773285880852,0.0
02/28/2007,1.3235,1.3244,1.3249,1.318,-0.05%,1.2841,1.3115,0.10174,13.977237295349807,32.407569503929146
02/27/2007,1.3242,1.3188,1.3261,1.316,0.44%,1.2838,1.3102,0.10244,7.500202767175745,0.0
02/26/2007,1.3184,1.3165,1.3201,1.3152,0.13%,1.2833,1.3087,0.09664,11.911061026559999,0.0
02/23/2007,1.3167,1.3123,1.319,1.3102,0.32%,1.283,1.3077,0.09494,22.242041678631004,0.38400109827823337
02/22/2007,1.3125,1.3138,1.3144,1.3079,-0.10%,1.2827,1.3067,0.09074,11.206068556896943,0.0
02/21/2007,1.3138,1.3144,1.3167,1.311,0.00%,1.2824,1.3061,0.09204,14.170578602620399,0.0
02/20/2007,1.3138,1.3155,1.319,1.3127,-0.13%,1.282,1.3053,0.09204,18.494326833071,0.0
02/19/2007,1.3155,1.3158,1.3165,1.3122,0.11%,1.2817,1.3044,0.09374,43.224400628635095,0.0
02/16/2007,1.3141,1.3142,1.3148,1.3093,-0.04%,1.2814,1.3033,0.09234,10.811261389751204,22.505267675983585
02/15/2007,1.3146,1.3131,1.3173,1.3117,0.13%,1.2811,1.3021,0.09284,16.09021265207338,0.0
02/14/2007,1.3129,1.3039,1.3154,1.3024,0.71%,1.2807,1.3008,0.09114,10.813782501757041,0.0
02/13/2007,1.3037,1.2965,1.3045,1.2952,0.56%,1.2804,1.2995,0.08194,19.598938144330393,1.012341846297962
02/12/2007,1.2965,1.2992,1.3041,1.2942,-0.31%,1.2802,1.2991,0.07474,10.061095364563464,0.0
02/09/2007,1.3005,1.3041,1.3047,1.2982,-0.26%,1.28,1.2994,0.07874,16.419806573274712,1.736382378472434
02/08/2007,1.3039,1.3014,1.3043,1.2974,0.15%,1.2798,1.2993,0.08214,8.18373609512859,0.0
02/07/2007,1.3019,1.2981,1.3025,1.2965,0.29%,1.2795,1.2988,0.08014,10.493443263569942,0.0
02/06/2007,1.2982,1.2931,1.2992,1.2912,0.46%,1.2793,1.2984,0.07644,6.913846668141523,3.29556313731613
02/05/2007,1.2923,1.2964,1.297,1.2913,-0.35%,1.2791,1.2985,0.07054,17.56078915284613,0.0
02/02/2007,1.2969,1.3024,1.3064,1.295,-0.41%,1.279,1.2991,0.07514,9.407922520113837,0.0
02/01/2007,1.3022,1.3032,1.3053,1.2999,-0.09%,1.2788,1.2993,0.08044,19.169664268584995,42.25660775727645
01/31/2007,1.3034,1.2969,1.3038,1.2923,0.53%,1.2786,1.299,0.08164,6.954889519107283,0.0
01/30/2007,1.2965,1.2957,1.2982,1.2942,0.08%,1.2783,1.2986,0.07474,9.919525932879509,0.0
01/29/2007,1.2955,1.2919,1.2967,1.2898,0.31%,1.2782,1.2988,0.07374,16.419810185659898,1.2248083242058876
01/26/2007,1.2915,1.2936,1.2944,1.2875,-0.14%,1.278,1.2992,0.06974,15.280627159181558,0.0
01/25/2007,1.2933,1.2967,1.3004,1.2914,-0.22%,1.2778,1.3,0.07154,10.895199911855265,0.0
01/24/2007,1.2961,1.3022,1.3037,1.2946,-0.49%,1.2777,1.3007,0.07434,14.352392225398589,9.470334630490118
01/23/2007,1.3025,1.2949,1.3046,1.2928,0.59%,1.2775,1.3011,0.08074,10.945831011856553,0.29600628283038405
01/22/2007,1.2948,1.2963,1.2982,1.2921,-0.14%,1.2773,1.301,0.07304,19.80560068112481,0.10668336856387026
01/19/2007,1.2966,1.2962,1.3002,1.2913,0.09%,1.2771,1.3016,0.07484,19.77956767860961,0.0
01/18/2007,1.2954,1.2944,1.2978,1.2896,0.12%,1.2769,1.3022,0.07364,9.50451875636289,0.0
01/17/2007,1.2938,1.2919,1.2952,1.2896,0.15%,1.2767,1.3029,0.07204,21.524752535833823,2.5469693659227715
01/16/2007,1.2919,1.2941,1.2992,1.2909,-0.13%,1.2765,1.3039,0.07014,9.203824377737295,0.3682106612542435
01/15/2007,1.2936,1.2927,1.2959,1.2914,0.15%,1.2764,1.3051,0.07184,12.547053293269439,0.0
01/12/2007,1.2917,1.2891,1.2946,1.2866,0.19%,1.2762,1.3063,0.06994,32.53954261535366,7.444986920304432
01/11/2007,1.2893,1.2937,1.3016,1.2881,-0.32%,1.276,1.3079,0.06754,8.350049781447266,0.0
01/10/2007,1.2934,1.3002,1.3008,1.2931,-0.48%,1.2759,1.3098,0.07164,12.526983429652946,0.0
01/09/2007,1.2997,1.3023,1.3054,1.2985,-0.18%,1.2757,1.3115,0.07794,17.06934232186221,0.18849108483435167
01/08/2007,1.302,1.3013,1.3037,1.2973,0.13%,1.2755,1.3128,0.08024,15.417217538905263,96.03455003638004
01/05/2007,1.3003,1.3085,1.3106,1.298,-0.63%,1.2752,1.3139,0.07854,12.539968429999812,0.0
01/04/2007,1.3085,1.3167,1.3182,1.3074,-0.59%,1.275,1.3154,0.08674,16.68127295362587,0.0
01/03/2007,1.3163,1.3272,1.3291,1.3146,-0.86%,1.2746,1.3161,0.09454,13.093420545394967,5.300745547802843
01/02/2007,1.3277,1.3201,1.3299,1.3196,0.59%,1.2742,1.3161,0.10594,17.073363679174104,0.0
01/01/2007,1.3199,1.3197,1.3203,1.3171,0.00%,1.2737,1.3148,0.09814,8.451592292885218,0.0
12/29/2006,1.3199,1.315,1.3208,1.3138,0.39%,1.2732,1.3143,0.09814,22.266252356267962,0.0
12/28/2006,1.3148,1.3119,1.3203,1.3104,0.21%,1.2727,1.3137,0.09304,28.02452266834235,0.0
12/27/2006,1.312,1.3098,1.318,1.3093,0.18%,1.2723,1.3136,0.09024,10.028988839110099,2.003915242974428
12/26/2006,1.3096,1.3117,1.3142,1.3089,-0.27%,1.2719,1.3138,0.08784,12.799003876329492,0.0
12/25/2006,1.3131,1.3133,1.3165,1.31,-0.10%,1.2715,1.3142,0.09134,17.60830503040083,0.0
12/22/2006,1.3144,1.3174,1.3216,1.3109,-0.22%,1.2711,1.3143,0.09264,17.377386965171716,0.0
12/21/2006,1.3173,1.3175,1.3218,1.314,-0.04%,1.2707,1.3143,0.09554,26.403892117955685,0.0
12/20/2006,1.3178,1.3188,1.3246,1.316,-0.11%,1.2702,1.314,0.09604,16.466909928220836,81.0318847425673
12/19/2006,1.3192,1.3102,1.3217,1.3083,0.70%,1.2697,1.3136,0.09744,12.254823974167525,0.0
12/18/2006,1.31,1.3083,1.3123,1.3053,0.13%,1.2692,1.313,0.08824,19.57147698411211,21.881337016369248
12/15/2006,1.3083,1.3144,1.3188,1.3059,-0.48%,1.2688,1.3133,0.08654,17.62777427490532,0.0
12/14/2006,1.3146,1.3215,1.3255,1.314,-0.54%,1.2684,1.3138,0.09284,13.616792809839463,0.0
12/13/2006,1.3218,1.3282,1.329,1.3191,-0.47%,1.268,1.3138,0.10004,12.155749211356792,2.7575542192428943
12/12/2006,1.328,1.3238,1.3292,1.3211,0.32%,1.2674,1.3129,0.10624,20.648851209554223,0.0
12/11/2006,1.3237,1.3178,1.3265,1.3131,0.27%,1.2668,1.3113,0.10194,31.491775962641178,12.530645480671765
12/08/2006,1.3201,1.3287,1.3365,1.3192,-0.68%,1.2663,1.31,0.09834,16.515700210432605,0.07445386577630736
12/07/2006,1.3291,1.3283,1.3327,1.3274,-0.02%,1.2657,1.309,0.10734,15.454261334778188,7.196586868928156
12/06/2006,1.3293,1.3317,1.3342,1.3255,-0.23%,1.2651,1.3068,0.10754,15.246526719137675,0.0
12/05/2006,1.3323,1.3338,1.3365,1.3285,0.02%,1.2644,1.3045,0.11054,15.777479931192685,0.0
