Date,Price,Open,High,Low,Change %,200EMA,20EMA,toZone,kt_score,bs_score
11/05/2010,1.4034,1.4216,1.425,1.4025,-1.17%,1.3355,1.3921,0.18164,33.756524101942404,2.045577118501114
11/04/2010,1.42,1.4139,1.4284,1.4103,0.39%,1.3348,1.391,0.19824,24.90412574944522,0.0
11/03/2010,1.4145,1.4038,1.4177,1.3991,0.75%,1.334,1.3879,0.19274,20.363610647506437,0.0
11/02/2010,1.404,1.3897,1.4061,1.3881,1.07%,1.3331,1.3851,0.18224,22.563393445337763,3.623271275270476
11/01/2010,1.3891,1.3963,1.4013,1.3862,-0.42%,1.3324,1.3831,0.16734,81.15636945862246,0.7349979360552089
10/29/2010,1.395,1.3927,1.3954,1.3806,0.13%,1.3319,1.3825,0.17324,20.401272167580366,0.0
10/28/2010,1.3932,1.3761,1.3946,1.3757,1.18%,1.3312,1.3812,0.17144,19.2976847818896,4.734707110323808
10/27/2010,1.3769,1.3859,1.3878,1.3733,-0.66%,1.3306,1.3799,0.15514,20.56138199161951,0.0
10/26/2010,1.3861,1.3966,1.3984,1.3825,-0.75%,1.3301,1.3802,0.16434,70.63150333106074,0.06097529365857125
10/25/2010,1.3966,1.3958,1.4083,1.3935,0.10%,1.3296,1.3796,0.17484,26.791020434139472,0.0
10/22/2010,1.3952,1.3924,1.3976,1.3858,0.23%,1.3289,1.3778,0.17344,36.38193677310434,5.7112757060083785
10/21/2010,1.392,1.396,1.4051,1.387,-0.34%,1.3282,1.376,0.17024,33.104301370161245,139.30290016563836
10/20/2010,1.3967,1.3731,1.3994,1.3699,1.69%,1.3276,1.3743,0.17494,35.95740214568234,19.759067720009664
10/19/2010,1.3735,1.3951,1.4006,1.3714,-1.53%,1.3269,1.3719,0.15174,54.297375606533144,0.0
10/18/2010,1.3948,1.3977,1.4,1.3832,-0.22%,1.3264,1.3718,0.17304,35.184279036705114,0.0
10/15/2010,1.3979,1.4078,1.416,1.3938,-0.72%,1.3257,1.3694,0.17614,22.65549137861925,15.289887332249775
10/14/2010,1.4081,1.3958,1.4124,1.3955,0.85%,1.325,1.3664,0.18634,15.960169170522637,0.0
10/13/2010,1.3963,1.3915,1.4002,1.391,0.27%,1.3242,1.362,0.17454,43.41276728642041,0.0
10/12/2010,1.3925,1.3874,1.3933,1.3773,0.37%,1.3235,1.3583,0.17074,16.873102332829575,28.220360452453974
10/11/2010,1.3874,1.3994,1.4013,1.3866,-0.49%,1.3228,1.3548,0.16564,34.63370240282815,0.4035467694789568
10/08/2010,1.3943,1.3921,1.3986,1.3836,0.11%,1.3221,1.3513,0.17254,40.423180770968415,0.018172191623513387
10/07/2010,1.3927,1.3929,1.4028,1.3855,-0.07%,1.3214,1.3468,0.17094,20.099927836277697,510.32019449074767
10/06/2010,1.3937,1.3836,1.3948,1.3798,0.74%,1.3207,1.342,0.17194,27.832783272606978,0.0
10/05/2010,1.3834,1.3679,1.3861,1.3636,1.11%,1.3199,1.3365,0.16164,14.537235963139437,7.802902956968701
10/04/2010,1.3682,1.3792,1.3793,1.3666,-0.80%,1.3193,1.3316,0.14644,18.89496314564418,23.281547377052824
10/01/2010,1.3792,1.3632,1.3796,1.362,1.17%,1.3188,1.3277,0.15744,26.053514558689507,0.0
09/30/2010,1.3633,1.3626,1.3686,1.3561,0.03%,1.3182,1.3223,0.14154,10.760796208845393,0.0
09/29/2010,1.3629,1.3579,1.3648,1.3565,0.35%,1.3178,1.318,0.14114,30.505687732673703,0.0
09/28/2010,1.3582,1.3445,1.3598,1.3382,0.93%,1.3173,1.3133,0.13644,13.252099720290015,0.45606585245983045
09/27/2010,1.3457,1.3482,1.3509,1.3426,-0.25%,1.3169,1.3085,0.12394,24.333957501617267,123.93222628900452
09/24/2010,1.3491,1.3315,1.3498,1.3287,1.34%,1.3166,1.3046,0.12734,13.686880601549325,3.819584018063028
09/23/2010,1.3312,1.3394,1.3415,1.3304,-0.66%,1.3163,1.2999,0.10944,24.687806780319942,26.3564430415639
09/22/2010,1.34,1.3253,1.3441,1.3246,1.12%,1.3161,1.2966,0.11824,26.055223612125598,0.0
09/21/2010,1.3252,1.3062,1.3282,1.3056,1.42%,1.3159,1.2921,0.10344,22.560785394027185,0.0
09/20/2010,1.3066,1.3053,1.3121,1.3026,0.14%,1.3158,1.2886,0.08484,32.98476469607597,8.377559717983695
09/17/2010,1.3048,1.3081,1.3162,1.3019,-0.21%,1.3159,1.2867,0.08304,20.45055399346447,12.411177970141825
09/16/2010,1.3076,1.3012,1.3119,1.2976,0.55%,1.316,1.2848,0.08584,15.65562845399207,0.0
09/15/2010,1.3005,1.2993,1.3037,1.2954,0.07%,1.3161,1.2824,0.07874,27.4652206694606,0.0
09/14/2010,1.2996,1.2878,1.3034,1.2827,0.90%,1.3162,1.2805,0.07784,20.613866317776843,0.0
09/13/2010,1.288,1.2708,1.2894,1.2703,1.58%,1.3164,1.2785,0.06624,20.421319507747953,0.20993155222488546
09/10/2010,1.268,1.2699,1.275,1.2645,-0.11%,1.3167,1.2775,0.04624,18.69353661503506,0.0
09/09/2010,1.2694,1.2721,1.2767,1.2662,-0.23%,1.3172,1.2785,0.04764,17.789008086556912,5.068445692884136
09/08/2010,1.2723,1.2686,1.2766,1.2661,0.32%,1.3177,1.2794,0.05054,20.818936032715477,97.59718510344636
09/07/2010,1.2683,1.2873,1.2877,1.2676,-1.48%,1.3181,1.2802,0.04654,12.608947854235128,0.0
09/06/2010,1.2873,1.2889,1.292,1.2865,-0.18%,1.3186,1.2814,0.06554,11.405855121629346,28.049866809499264
09/03/2010,1.2896,1.2829,1.29,1.281,0.55%,1.3189,1.2808,0.06784,10.66042429297124,0.0
09/02/2010,1.2826,1.2799,1.2849,1.2776,0.11%,1.3192,1.2799,0.06084,25.09827450980431,0.0
09/01/2010,1.2812,1.2686,1.2856,1.2662,0.99%,1.3196,1.2796,0.05944,22.86407136361682,0.0
08/31/2010,1.2687,1.2664,1.2744,1.2624,0.18%,1.32,1.2794,0.04694,11.829479702687053,45.251916996047925
08/30/2010,1.2664,1.2766,1.277,1.2658,-0.79%,1.3205,1.2806,0.04464,16.000093204788477,2.353030269282937
08/27/2010,1.2765,1.2716,1.2781,1.2679,0.35%,1.321,1.282,0.05474,18.959286072224305,0.0
08/26/2010,1.272,1.266,1.2765,1.2649,0.49%,1.3215,1.2826,0.05024,27.57339162848013,0.0
08/25/2010,1.2658,1.2631,1.2726,1.2604,0.26%,1.322,1.2837,0.04404,27.635063423717515,2.315690312097047
08/24/2010,1.2625,1.265,1.2719,1.2585,-0.26%,1.3225,1.2856,0.04074,12.541280445996396,0.0
08/23/2010,1.2658,1.2704,1.2731,1.2645,-0.39%,1.3231,1.2881,0.04404,23.01396832897213,0.0
08/20/2010,1.2708,1.2821,1.2835,1.2664,-0.88%,1.3237,1.2904,0.04904,21.23914894871581,0.0
08/19/2010,1.2821,1.2855,1.2903,1.2771,-0.28%,1.3243,1.2925,0.06034,17.943349121331373,0.0
08/18/2010,1.2857,1.2881,1.2925,1.2823,-0.19%,1.3247,1.2936,0.06394,16.588124240823134,13.53341228202654
08/17/2010,1.2881,1.2824,1.2917,1.2804,0.43%,1.3251,1.2944,0.06634,21.164790581843228,0.0
08/16/2010,1.2826,1.2761,1.2874,1.2736,0.58%,1.3254,1.2951,0.06084,31.61317140108654,9.363531009506707
08/13/2010,1.2752,1.283,1.2909,1.275,-0.56%,1.3259,1.2964,0.05344,35.48155695273851,0.0
08/12/2010,1.2824,1.2846,1.2933,1.278,-0.07%,1.3264,1.2986,0.06064,37.77623017211094,0.0
08/11/2010,1.2833,1.3176,1.3191,1.2829,-2.62%,1.3268,1.3003,0.06154,46.59471502467493,0.0
08/10/2010,1.3178,1.3222,1.3235,1.3072,-0.43%,1.3273,1.3021,0.09604,11.780445716868368,0.0
08/09/2010,1.3235,1.3292,1.331,1.3216,-0.38%,1.3274,1.3005,0.10174,24.948031496062608,17.54385964912272
08/06/2010,1.3285,1.3185,1.3336,1.3158,0.70%,1.3274,1.298,0.10674,18.498648648648455,0.0
08/05/2010,1.3192,1.3153,1.3235,1.3118,0.24%,1.3274,1.2948,0.09744,14.666796224681674,12.208611977144068
08/04/2010,1.316,1.3229,1.3241,1.3132,-0.51%,1.3275,1.2923,0.09424,16.979208672086845,3.2012081115750406
08/03/2010,1.3228,1.3181,1.3263,1.3145,0.35%,1.3276,1.2898,0.10104,16.07441860465142,0.0
08/02/2010,1.3182,1.3062,1.3197,1.3053,1.03%,1.3276,1.2863,0.09644,27.550008003163125,0.9075683564327041
07/30/2010,1.3048,1.3081,1.3096,1.2981,-0.24%,1.3277,1.2829,0.08304,16.553234384973248,23.99760670651697
07/29/2010,1.3079,1.299,1.3108,1.298,0.66%,1.328,1.2806,0.08614,16.026737626180406,0.09102494246651872
07/28/2010,1.2993,1.3002,1.3042,1.2965,-0.02%,1.3282,1.2778,0.07754,20.948608506385316,0.2777359500746009
07/27/2010,1.2995,1.299,1.3047,1.2951,0.00%,1.3284,1.2755,0.07774,16.0916032176193,0.0
07/26/2010,1.2995,1.29,1.3005,1.2875,0.68%,1.3287,1.273,0.07774,37.31205553757081,0.0
07/23/2010,1.2907,1.2887,1.297,1.2794,0.12%,1.329,1.2702,0.06894,24.606096480227265,0.0
07/22/2010,1.2891,1.2753,1.2932,1.2738,1.05%,1.3294,1.268,0.06734,22.332717616970378,11.145381484073763
07/21/2010,1.2757,1.2881,1.2914,1.2731,-1.00%,1.3298,1.2658,0.05394,33.44100755891994,0.0
07/20/2010,1.2886,1.2948,1.303,1.284,-0.42%,1.3304,1.2647,0.06684,21.36197634796513,3.5618319981380737
07/19/2010,1.294,1.2893,1.2992,1.2868,0.05%,1.3308,1.2622,0.07224,33.7268009217516,0.0
07/16/2010,1.2933,1.293,1.301,1.2891,-0.05%,1.3312,1.2589,0.07154,28.60006484794301,0.0
07/15/2010,1.2939,1.2741,1.2956,1.2708,1.55%,1.3315,1.2552,0.07214,17.144847915884295,0.0
07/14/2010,1.2741,1.2723,1.2779,1.2681,0.10%,1.3319,1.2512,0.05234,31.589118890054998,0.0
07/13/2010,1.2728,1.259,1.2739,1.2522,1.10%,1.3325,1.2488,0.05104,17.186994371482132,1.7406384968867263
07/12/2010,1.259,1.2639,1.2647,1.2548,-0.37%,1.3331,1.2462,0.03724,15.547513655799111,0.0
07/09/2010,1.2637,1.2698,1.2725,1.2608,-0.45%,1.3338,1.2449,0.04194,11.443840601735465,6.096798620482826
07/08/2010,1.2694,1.2633,1.2712,1.262,0.47%,1.3345,1.2429,0.04764,33.585005620081404,0.0
07/07/2010,1.2635,1.2628,1.2666,1.2553,0.09%,1.3352,1.2401,0.04174,27.148457932703742,0.0
07/06/2010,1.2624,1.2538,1.2664,1.2479,0.67%,1.3359,1.2377,0.04064,12.988217381540984,0.3362477521469007
07/05/2010,1.254,1.2557,1.2565,1.2508,-0.18%,1.3367,1.2351,0.03224,22.124483335827314,12.439609398034076
07/02/2010,1.2563,1.2517,1.2616,1.2483,0.35%,1.3375,1.2331,0.03454,39.454747430672526,0.0
07/01/2010,1.2519,1.2235,1.254,1.2193,2.31%,1.3383,1.2306,0.03014,28.018829858775636,0.0
06/30/2010,1.2236,1.2185,1.2306,1.2166,0.44%,1.3392,1.2284,0.00184,17.896099123316688,17.710613740717193
06/29/2010,1.2182,1.2277,1.2293,1.2152,-0.79%,1.3403,1.2289,0.00356,16.891367604267643,0.0
06/28/2010,1.2279,1.2372,1.2399,1.2264,-0.79%,1.3416,1.23,0.00614,30.893766551790854,2.37332129506726
06/25/2010,1.2377,1.233,1.2398,1.2253,0.35%,1.3427,1.2302,0.01594,23.057151398747838,0.0
06/24/2010,1.2334,1.2317,1.2388,1.226,0.15%,1.3438,1.2295,0.01164,22.87028802558398,0.0
06/23/2010,1.2315,1.2264,1.2346,1.2209,0.38%,1.3449,1.229,0.00974,15.32502416536559,5.722323549093996
06/22/2010,1.2268,1.2322,1.2355,1.225,-0.32%,1.346,1.2288,0.00504,20.279828686303436,0.0
06/21/2010,1.2308,1.2439,1.2469,1.2303,-0.64%,1.3472,1.229,0.00904,12.81443442740984,0.006864109444976761
06/18/2010,1.2387,1.2384,1.2419,1.2354,0.06%,1.3484,1.2288,0.01694,25.40621367675719,0.0
06/17/2010,1.238,1.2299,1.2414,1.2243,0.58%,1.3495,1.2278,0.01624,20.801397947841057,0.24217254675945438
06/16/2010,1.2308,1.2322,1.2357,1.2256,-0.13%,1.3506,1.2267,0.00904,25.230118001083444,87.92894903851654
06/15/2010,1.2324,1.2213,1.235,1.2164,0.87%,1.3518,1.2262,0.01064,33.257652148806926,0.0
06/14/2010,1.2218,1.2125,1.23,1.2115,0.87%,1.353,1.2256,4e-05,25.803444358752863,0.0
06/11/2010,1.2113,1.2109,1.2155,1.2046,0.03%,1.3543,1.226,0.01046,22.976069105523134,0.0
06/10/2010,1.2109,1.1981,1.2143,1.1955,1.03%,1.3558,1.2275,0.01086,37.19551134807001,0.0
06/09/2010,1.1986,1.197,1.2076,1.1923,0.09%,1.3572,1.2293,0.00306,16.37062792235226,0.0
06/08/2010,1.1975,1.1919,1.2011,1.1901,0.50%,1.3588,1.2325,0.00196,19.24549224105289,1.7180921190967808
06/07/2010,1.1915,1.1946,1.1992,1.1876,-0.51%,1.3604,1.2362,0.00404,32.885062091222956,0.0
06/04/2010,1.1976,1.2165,1.2218,1.1956,-1.49%,1.3621,1.2409,0.00206,32.306937816606684,0.0
06/03/2010,1.2157,1.2247,1.2327,1.2151,-0.77%,1.3638,1.2455,0.00606,15.139045000313923,2.1487451728016875
06/02/2010,1.2251,1.2207,1.2277,1.2174,0.20%,1.3653,1.2486,0.00334,46.46480535413401,13.841451429255843
06/01/2010,1.2227,1.2305,1.2355,1.2111,-0.64%,1.3667,1.2511,0.00094,11.678617594693256,1.394723674656966
05/31/2010,1.2306,1.2273,1.2334,1.2264,0.29%,1.3681,1.2541,0.00884,36.86345763595724,26.235911117608715
05/28/2010,1.227,1.2363,1.2455,1.2266,-0.80%,1.3695,1.2565,0.00524,27.140679756061203,48.277478555474325
05/27/2010,1.2369,1.2157,1.2395,1.2153,1.65%,1.3709,1.2596,0.01514,21.585625950386618,19.84335710461503
05/26/2010,1.2168,1.2373,1.2376,1.2164,-1.59%,1.3723,1.262,0.00496,142.69058202599766,0.21487113498257182
05/25/2010,1.2365,1.2344,1.2372,1.2172,0.10%,1.3739,1.2668,0.01474,23.333443640601164,177.54402587004512
05/24/2010,1.2353,1.2546,1.2561,1.2344,-1.75%,1.3752,1.27,0.01354,40.930912386769684,5.706619781352804
05/21/2010,1.2573,1.2468,1.2675,1.2461,0.84%,1.3766,1.2736,0.03554,54.05237123005556,0.0
05/20/2010,1.2468,1.2429,1.2601,1.2298,0.31%,1.3778,1.2754,0.02504,33.471930249679325,0.0
05/19/2010,1.2429,1.2183,1.2434,1.2144,2.02%,1.3792,1.2784,0.02114,34.798286362908826,18.28713947522328
05/18/2010,1.2183,1.2395,1.2447,1.2163,-1.71%,1.3805,1.2821,0.00346,50.339472097623904,0.9120829887994976
05/17/2010,1.2395,1.2351,1.2416,1.2235,0.26%,1.3822,1.2888,0.01774,29.455248172239035,58.97103366175192
05/14/2010,1.2363,1.2524,1.2578,1.2355,-1.33%,1.3836,1.294,0.01454,25.00406941491615,0.0
05/13/2010,1.253,1.2631,1.2686,1.2518,-0.73%,1.3851,1.3001,0.03124,52.185044000031745,0.0
05/12/2010,1.2622,1.2639,1.274,1.2603,-0.26%,1.3864,1.305,0.04044,16.63596956249193,0.0
05/11/2010,1.2655,1.2791,1.2804,1.2652,-0.99%,1.3876,1.3095,0.04374,64.57243931968867,0.0
05/10/2010,1.2782,1.2933,1.3094,1.2758,0.16%,1.3889,1.3142,0.05644,26.89126026153505,11.011801611547302
05/07/2010,1.2762,1.2633,1.28,1.2588,0.84%,1.39,1.318,0.05444,56.06809442446066,21.896384139200226
05/06/2010,1.2656,1.2824,1.2856,1.2521,-1.23%,1.3911,1.3224,0.04384,24.425598005517408,0.0
05/05/2010,1.2814,1.2968,1.2998,1.2789,-1.29%,1.3924,1.3283,0.05964,26.465798960228316,0.0
05/04/2010,1.2982,1.3192,1.3215,1.2976,-1.61%,1.3935,1.3333,0.07644,23.86394359914288,0.0
05/03/2010,1.3194,1.3342,1.3342,1.3154,-0.78%,1.3945,1.337,0.09764,19.677928369387484,1.8970202436212162
04/30/2010,1.3298,1.3245,1.3345,1.3226,0.55%,1.3952,1.3388,0.10804,22.87813933486263,0.0
04/29/2010,1.3225,1.3204,1.3281,1.3183,0.08%,1.3959,1.3398,0.10074,24.594145191437253,0.0
04/28/2010,1.3214,1.3156,1.3271,1.3115,0.37%,1.3966,1.3416,0.09964,27.668160469276962,92.0544245384133
04/27/2010,1.3165,1.3396,1.3415,1.3159,-1.73%,1.3974,1.3437,0.09474,22.834996587068428,1.1253294151103899
04/26/2010,1.3397,1.3346,1.3398,1.3289,0.08%,1.3982,1.3466,0.11794,34.515951278016686,0.0
04/23/2010,1.3386,1.3286,1.3403,1.3202,0.70%,1.3988,1.3473,0.11684,21.187036807702473,8.467630540463425
04/22/2010,1.3293,1.3385,1.3422,1.3258,-0.70%,1.3994,1.3482,0.10754,13.568619220883567,0.0
04/21/2010,1.3387,1.3437,1.3448,1.3357,-0.38%,1.4001,1.3502,0.11694,14.941320858034148,0.0
04/20/2010,1.3438,1.349,1.3524,1.3427,-0.35%,1.4007,1.3514,0.12204,36.10952559434713,0.09419040479758278
04/19/2010,1.3485,1.3478,1.3498,1.3413,-0.10%,1.4013,1.3522,0.12674,14.490122029544363,93.76201486375919
04/16/2010,1.3499,1.358,1.3584,1.3473,-0.60%,1.4018,1.3526,0.12814,25.559062050092095,0.0
04/15/2010,1.358,1.3653,1.3668,1.3518,-0.53%,1.4023,1.3529,0.13624,12.090274248696533,1.7747094548194136
04/14/2010,1.3653,1.3617,1.3679,1.3596,0.34%,1.4028,1.3524,0.14354,15.633865160045408,0.0
04/13/2010,1.3607,1.3584,1.3627,1.3545,0.15%,1.4031,1.351,0.13894,28.65427521867387,5.636790584823272
04/12/2010,1.3586,1.3622,1.3693,1.3563,0.64%,1.4036,1.35,0.13684,18.34721744485211,53.65414964693909
04/09/2010,1.3499,1.336,1.3503,1.3341,1.04%,1.404,1.3491,0.12814,24.969969671905655,0.0
04/08/2010,1.336,1.3337,1.3368,1.328,0.15%,1.4046,1.349,0.11424,10.713498711273724,13.64157767335831
04/07/2010,1.334,1.3396,1.3409,1.3323,-0.44%,1.4053,1.3504,0.11224,20.85593271536216,0.0
04/06/2010,1.3399,1.3483,1.3497,1.3354,-0.65%,1.406,1.3521,0.11814,21.34243717401693,0.0
04/05/2010,1.3486,1.3491,1.3541,1.3461,-0.13%,1.4066,1.3534,0.12684,15.90444885028388,0.0
04/02/2010,1.3504,1.3584,1.3593,1.3474,-0.57%,1.4072,1.3539,0.12864,22.21613323118761,6.477237066515232
04/01/2010,1.3582,1.351,1.3592,1.3457,0.52%,1.4078,1.3543,0.13644,21.535771016834776,0.0
03/31/2010,1.3512,1.3415,1.355,1.3384,0.74%,1.4083,1.3538,0.12944,25.08833127968228,4.492634901625395
03/30/2010,1.3413,1.3479,1.354,1.3394,-0.48%,1.4089,1.3541,0.11954,26.98850166796828,0.0
03/29/2010,1.3478,1.3488,1.3508,1.3418,0.48%,1.4095,1.3555,0.12604,17.66394050225693,176.80215111743348
03/26/2010,1.3413,1.328,1.3428,1.3268,1.01%,1.4102,1.3563,0.11954,28.812253581053,1.029761256068742
03/25/2010,1.3279,1.3316,1.3386,1.3266,-0.26%,1.4108,1.3579,0.10614,20.83988848940385,0.0
03/24/2010,1.3314,1.3495,1.3502,1.3304,-1.38%,1.4117,1.361,0.10964,13.244602801337642,0.0
03/23/2010,1.35,1.3563,1.3571,1.3474,-0.41%,1.4125,1.3641,0.12824,26.009401609010368,1.5247488692230948
03/22/2010,1.3556,1.3525,1.3569,1.3462,0.16%,1.4131,1.3656,0.13384,16.97068594988965,17.19762156412112
03/19/2010,1.3534,1.3607,1.3629,1.3502,-0.54%,1.4137,1.3667,0.13164,18.81554036341844,0.0
03/18/2010,1.3607,1.3732,1.3743,1.3583,-0.95%,1.4143,1.3681,0.13894,19.22679488085945,0.0
03/17/2010,1.3738,1.377,1.3818,1.3725,-0.25%,1.4148,1.3688,0.15204,15.261577024534997,28.193157822660023
03/16/2010,1.3772,1.3677,1.3786,1.3657,0.70%,1.4153,1.3683,0.15544,19.0250926250499,10.740170839732619
03/15/2010,1.3676,1.3777,1.3779,1.3639,-0.63%,1.4156,1.3674,0.14584,17.79575705298811,7.150938691637188
03/12/2010,1.3763,1.3678,1.3798,1.3668,0.61%,1.4161,1.3673,0.15454,15.271442694725028,0.0
03/11/2010,1.3679,1.3656,1.3689,1.3618,0.14%,1.4165,1.3664,0.14614,23.452968584539494,0.0
03/10/2010,1.366,1.36,1.368,1.3543,0.43%,1.417,1.3662,0.14424,29.135429982862526,1.4021612561749222
03/09/2010,1.3601,1.363,1.3636,1.3535,-0.21%,1.4175,1.3663,0.13834,39.22059428571528,0.0
03/08/2010,1.363,1.3632,1.3706,1.3607,0.06%,1.4181,1.3669,0.14124,21.643386595171492,84.0203652774929
03/05/2010,1.3622,1.3581,1.363,1.3527,0.31%,1.4186,1.3673,0.14044,20.06315244586331,32.26974034860808
03/04/2010,1.358,1.3695,1.3714,1.355,-0.88%,1.4192,1.3679,0.13624,19.745381331161642,6.133058183422735
03/03/2010,1.37,1.3616,1.3738,1.3592,0.70%,1.4198,1.3689,0.14824,54.677707487609695,0.0
03/02/2010,1.3605,1.3557,1.3623,1.3433,0.32%,1.4203,1.3688,0.13874,41.23361533068123,8.272243100048977
03/01/2010,1.3561,1.3624,1.3657,1.3458,-0.48%,1.4209,1.3697,0.13434,24.976509032451727,9.652385309110034
02/26/2010,1.3626,1.3548,1.3685,1.3531,0.52%,1.4216,1.3711,0.14084,40.65227951291136,0.0
02/25/2010,1.3556,1.3536,1.3572,1.3451,0.18%,1.4222,1.372,0.13384,52.942325973844795,0.0
02/24/2010,1.3531,1.351,1.3627,1.3501,0.19%,1.4228,1.3737,0.13134,40.436379260873714,35.23637495481714
02/23/2010,1.3506,1.3592,1.3693,1.3495,-0.68%,1.4235,1.3759,0.12884,12.218583900117968,0.0
02/22/2010,1.3598,1.3636,1.3653,1.3571,-0.12%,1.4243,1.3786,0.13804,34.403278959644666,19.45495885328672
02/19/2010,1.3615,1.3529,1.3619,1.3443,-0.01%,1.4249,1.3805,0.13974,27.36455021404986,0.0
02/18/2010,1.3617,1.3606,1.3656,1.3539,0.08%,1.4256,1.3825,0.13994,23.35704849420117,229.92400137743653
02/17/2010,1.3606,1.3765,1.379,1.3585,-1.18%,1.4262,1.3847,0.13884,20.16514111214649,18.814031701429574
02/16/2010,1.3769,1.3596,1.3779,1.3588,1.25%,1.4269,1.3873,0.15514,9.286109948639744,0.13010337702044877
02/15/2010,1.3599,1.3614,1.3636,1.3579,-0.14%,1.4274,1.3884,0.13814,34.416391366846504,0.0
02/12/2010,1.3618,1.3694,1.3699,1.3532,-0.47%,1.428,1.3914,0.14004,36.03566013071945,0.0
02/11/2010,1.3682,1.3732,1.3802,1.3594,-0.33%,1.4287,1.3945,0.14644,22.013223304284903,0.0
02/10/2010,1.3727,1.3792,1.3816,1.3676,-0.46%,1.4293,1.3973,0.15094,26.50030897755623,29.71213740992127
02/09/2010,1.379,1.3651,1.384,1.3642,1.00%,1.4299,1.3998,0.15724,20.088840287622972,0.0870807990295802
02/08/2010,1.3653,1.3664,1.3714,1.362,-0.08%,1.4304,1.402,0.14354,31.227567713327048,0.0
02/05/2010,1.3664,1.3729,1.3748,1.3586,-0.52%,1.4311,1.4059,0.14464,19.446186360571346,0.0
02/04/2010,1.3736,1.389,1.3905,1.3727,-1.17%,1.4317,1.4101,0.15184,25.374142910809027,0.0
02/03/2010,1.3899,1.3963,1.4026,1.3889,-0.46%,1.4323,1.4139,0.16814,17.60377805232674,1.5995531662361695
02/02/2010,1.3963,1.3931,1.3977,1.3887,0.24%,1.4327,1.4164,0.17454,10.322450571182646,0.0
02/01/2010,1.3929,1.3864,1.3939,1.3851,0.47%,1.4331,1.4185,0.17114,14.862182817967003,18.283563334997126
01/29/2010,1.3864,1.3973,1.399,1.3861,-0.71%,1.4335,1.4212,0.16464,16.110323149839147,0.0
01/28/2010,1.3963,1.4021,1.4053,1.3936,-0.40%,1.434,1.4249,0.17454,13.68827498543497,0.0
01/27/2010,1.4019,1.4075,1.4098,1.3994,-0.40%,1.4343,1.4279,0.18014,18.395820692357123,0.0
01/26/2010,1.4076,1.415,1.4181,1.4042,-0.54%,1.4347,1.4307,0.18584,15.277887046389326,0.0
01/25/2010,1.4152,1.4161,1.4199,1.4128,0.10%,1.4349,1.4331,0.19344,18.754668503460955,37.37256796834915
01/22/2010,1.4138,1.408,1.4182,1.4065,0.33%,1.4351,1.435,0.19204,26.26620615485319,0.3880121293962729
01/21/2010,1.4091,1.4106,1.4144,1.4026,-0.07%,1.4354,1.4372,0.18734,24.466488470823737,0.0
01/20/2010,1.4101,1.4291,1.4297,1.4078,-1.40%,1.4356,1.4402,0.18834,23.588052186749714,0.0
01/19/2010,1.4301,1.4385,1.4415,1.4251,-0.59%,1.4359,1.4433,0.20834,9.155769230768819,2.5190476190478046
01/18/2010,1.4386,1.434,1.4403,1.4334,0.01%,1.4359,1.4447,0.21684,24.012403100775106,30.784782608694698
01/15/2010,1.4385,1.4504,1.4514,1.4338,-0.81%,1.4359,1.4454,0.21674,22.830188679244507,0.0
01/14/2010,1.4503,1.451,1.4556,1.4446,-0.06%,1.4359,1.4461,0.22854,29.253067762378382,11.201559997213057
01/13/2010,1.4512,1.4484,1.4584,1.4456,0.12%,1.4357,1.4456,0.22944,17.029487949471726,1.2891959123970933
01/12/2010,1.4495,1.4514,1.4548,1.4453,-0.13%,1.4356,1.445,0.22774,21.306377091996925,35.394403953600545
01/11/2010,1.4514,1.4432,1.4558,1.4407,0.70%,1.4354,1.4446,0.22964,26.109318830988,0.0
01/08/2010,1.4413,1.432,1.444,1.4263,0.66%,1.4353,1.4439,0.21954,20.62713419792786,8.51661089173237
01/07/2010,1.4318,1.4407,1.4447,1.4295,-0.66%,1.4352,1.4441,0.21004,32.9388888888888,2.697752808988864
01/06/2010,1.4413,1.4364,1.4436,1.4282,0.31%,1.4352,1.4454,0.21954,30.22857142857074,3.2653061224489015
01/05/2010,1.4369,1.4409,1.4484,1.4346,-0.31%,1.4352,1.4459,0.21514,30.303030303030635,19.359999999999626
01/04/2010,1.4413,1.4325,1.4457,1.4257,0.61%,1.4352,1.4468,0.21954,1.6001114827208902,0.004545137833180352
01/01/2010,1.4326,1.4328,1.433,1.4322,0.06%,1.4351,1.4474,0.21084,56.04848484848588,0.0
12/31/2009,1.4318,1.4339,1.4442,1.4306,-0.12%,1.4351,1.4489,0.21004,27.92908820483524,0.0
12/30/2009,1.4335,1.4352,1.4364,1.4274,-0.13%,1.4352,1.4507,0.21174,36.40888888888886,0.0
12/29/2009,1.4354,1.4377,1.446,1.4332,-0.20%,1.4352,1.4526,0.21364,12.831034482759028,0.2130434782608255
12/28/2009,1.4383,1.4376,1.4415,1.4354,-0.10%,1.4352,1.4544,0.21654,15.673529411764747,0.0
12/25/2009,1.4397,1.4376,1.4436,1.4363,0.15%,1.4352,1.4561,0.21794,17.751593230053935,0.0
12/24/2009,1.4375,1.4335,1.4419,1.4322,0.34%,1.4351,1.4578,0.21574,19.020430107526963,0.0
12/23/2009,1.4327,1.4251,1.4367,1.4234,0.54%,1.4351,1.4599,0.21094,20.387878787879167,1.4328947368419729
