Date,Price,Open,High,Low,Vol,Change,200EMA
2018.02.13,1.2352,1.2293,1.2373,1.2285,0,0.49,1.174298957
2018.02.12,1.2292,1.2253,1.2298,1.2234,0,0.47,1.173686887
2018.02.09,1.2235,1.2245,1.2289,1.2206,0,-0.1,1.173128966
2018.02.08,1.2247,1.2264,1.2297,1.2212,0,-0.14,1.172622724
2018.02.07,1.2264,1.2378,1.2407,1.2247,0,-0.91,1.172099335
2018.02.06,1.2377,1.2367,1.2434,1.2314,0,0.07,1.171553599
2018.02.05,1.2368,1.2455,1.2475,1.2362,0,-0.75,1.170888811
2018.02.02,1.2462,1.2508,1.2519,1.2409,0,-0.38,1.170226387
2018.02.01,1.251,1.2414,1.2524,1.2386,0,0.72,1.169462833
2018.01.31,1.2421,1.2401,1.2476,1.2386,0,0.15,1.168643364
2018.01.30,1.2402,1.2383,1.2455,1.2335,0,0.15,1.167905107
2018.01.29,1.2383,1.2427,1.2436,1.2336,0,-0.31,1.167178525
2018.01.26,1.2421,1.2395,1.2495,1.2371,0,0.2,1.166463736
2018.01.25,1.2396,1.2408,1.2537,1.2364,0,-0.1,1.165703573
2018.01.24,1.2408,1.2299,1.2417,1.2293,0,0.89,1.164960895
2018.01.23,1.2299,1.2263,1.2308,1.2223,0,0.3,1.164198693
2018.01.22,1.2262,1.2268,1.2276,1.2214,0,0.33,1.163538378
2018.01.19,1.2222,1.2236,1.2296,1.2219,0,-0.14,1.162908613
2018.01.18,1.2239,1.2186,1.2267,1.2165,0,0.43,1.16231272
2018.01.17,1.2186,1.226,1.2324,1.2176,0,-0.61,1.161693752
2018.01.16,1.2261,1.2265,1.2284,1.2194,0,-0.02,1.16112183
2018.01.15,1.2263,1.2198,1.2298,1.2188,0,0.62,1.160468783
2018.01.12,1.2187,1.2033,1.219,1.2031,0,1.29,1.159807163
2018.01.11,1.2032,1.1946,1.206,1.1928,0,0.71,1.159215275
2018.01.10,1.1947,1.1938,1.2019,1.1923,0,0.08,1.158773218
2018.01.09,1.1937,1.1967,1.1977,1.1916,0,-0.25,1.158412145
2018.01.08,1.1967,1.2029,1.2054,1.1956,0,-0.52,1.158057493
2018.01.05,1.203,1.2068,1.2085,1.2021,0,-0.31,1.157669126
2018.01.04,1.2068,1.2015,1.209,1.2004,0,0.45,1.157213539
2018.01.03,1.2014,1.2058,1.207,1.2001,0,-0.37,1.156715183
2018.01.02,1.2059,1.2013,1.2084,1.2003,0,0.41,1.156266089
2018.01.01,1.201,1.2003,1.2014,1.1995,0,0.1,1.155767256
2017.12.29,1.1998,1.1943,1.203,1.1937,0,0.46,1.155312655
2017.12.28,1.1943,1.1888,1.1961,1.1888,0,0.46,1.154865546
2017.12.27,1.1888,1.1859,1.1912,1.1855,0,0.24,1.15446922
2017.12.26,1.1859,1.1867,1.1879,1.1845,0,-0.08,1.154124187
2017.12.25,1.1869,1.185,1.1882,1.1842,0,0.08,1.153804832
2017.12.22,1.1859,1.1874,1.1878,1.1817,0,-0.12,1.153472218
2017.12.21,1.1873,1.1871,1.1889,1.1848,0,0.02,1.15314631
2017.12.20,1.1871,1.184,1.1903,1.1829,0,0.26,1.152803057
2017.12.19,1.184,1.1782,1.1851,1.1777,0,0.49,1.152458364
2017.12.18,1.1782,1.1753,1.1834,1.1737,0,0.24,1.152141363
2017.12.15,1.1754,1.1778,1.1814,1.1751,0,-0.2,1.151879467
2017.12.14,1.1778,1.1826,1.1863,1.177,0,-0.41,1.15164308
2017.12.13,1.1826,1.1743,1.1832,1.1729,0,0.72,1.151380196
2017.12.12,1.1742,1.177,1.1794,1.1718,0,-0.22,1.151066429
2017.12.11,1.1768,1.1768,1.1812,1.1761,0,0.03,1.150833931
2017.12.08,1.1764,1.1772,1.1778,1.1729,0,-0.08,1.150572966
2017.12.07,1.1773,1.1796,1.1816,1.1772,0,-0.19,1.150313397
2017.12.06,1.1796,1.1825,1.1849,1.178,0,-0.25,1.150042175
2017.12.05,1.1826,1.1866,1.1879,1.1801,0,-0.34,1.149745112
2017.12.04,1.1866,1.1882,1.189,1.183,0,-0.21,1.149414912
2017.12.01,1.1891,1.1904,1.1942,1.1851,0,-0.11,1.149041192
2017.11.30,1.1904,1.1847,1.1933,1.1809,0,0.47,1.148638591
2017.11.29,1.1848,1.1841,1.1883,1.1816,0,0.06,1.148218879
2017.11.28,1.1841,1.1898,1.1921,1.1827,0,-0.48,1.147851229
2017.11.27,1.1898,1.1933,1.1962,1.1896,0,-0.27,1.14748692
2017.11.24,1.193,1.185,1.1944,1.1835,0,0.66,1.147061663
2017.11.23,1.1852,1.1822,1.1856,1.1812,0,0.25,1.146599971
2017.11.22,1.1822,1.1738,1.1829,1.1733,0,0.72,1.146212031
2017.11.21,1.1738,1.1732,1.1759,1.1713,0,0.05,1.145850343
2017.11.20,1.1732,1.1789,1.1808,1.1721,0,-0.53,1.145569442
2017.11.17,1.1795,1.1771,1.1823,1.1766,0,0.21,1.145291748
2017.11.16,1.177,1.1792,1.1802,1.1756,0,-0.19,1.144947946
2017.11.15,1.1792,1.1797,1.1861,1.1784,0,-0.05,1.144625815
2017.11.14,1.1798,1.1667,1.1807,1.166,0,1.12,1.144278336
2017.11.13,1.1667,1.1666,1.1677,1.1638,0,0.02,1.143921334
2017.11.10,1.1665,1.1642,1.168,1.1623,0,0.2,1.143692403
2017.11.09,1.1642,1.1596,1.1657,1.1586,0,0.41,1.143463181
2017.11.08,1.1595,1.1587,1.1612,1.1578,0,0.07,1.14325477
2017.11.07,1.1587,1.161,1.1618,1.1553,0,-0.2,1.143091502
2017.11.06,1.161,1.1609,1.1625,1.1579,0,0.01,1.142934632
2017.11.03,1.1609,1.166,1.1692,1.1599,0,-0.42,1.142753071
2017.11.02,1.1658,1.1619,1.1689,1.1613,0,0.34,1.14257069
2017.11.01,1.1619,1.1646,1.1659,1.1607,0,-0.23,1.142337229
2017.10.31,1.1646,1.1651,1.1663,1.1625,0,-0.04,1.142140619
2017.10.30,1.1651,1.1603,1.166,1.1594,0,0.35,1.141914896
2017.10.27,1.161,1.165,1.1659,1.1575,0,-0.34,1.14168188
2017.10.26,1.165,1.1812,1.1837,1.1639,0,-1.38,1.141487728
2017.10.25,1.1813,1.176,1.1819,1.1752,0,0.44,1.141251424
2017.10.24,1.1761,1.1749,1.1794,1.1743,0,0.1,1.140848926
2017.10.23,1.1749,1.1773,1.1779,1.1725,0,-0.31,1.140494643
2017.10.20,1.1785,1.1853,1.1859,1.1763,0,-0.57,1.140148861
2017.10.19,1.1852,1.1788,1.186,1.1768,0,0.55,1.139763422
2017.10.18,1.1787,1.1764,1.1806,1.173,0,0.18,1.139306773
2017.10.17,1.1766,1.1797,1.1801,1.1734,0,-0.26,1.138910862
2017.10.16,1.1797,1.1825,1.1827,1.178,0,-0.22,1.138532076
2017.10.13,1.1823,1.1829,1.1875,1.1804,0,-0.07,1.138118328
2017.10.12,1.1831,1.1862,1.1881,1.1827,0,-0.24,1.137674291
2017.10.11,1.1859,1.1808,1.1871,1.1795,0,0.45,1.137217752
2017.10.10,1.1806,1.1738,1.1825,1.1738,0,0.56,1.136728483
2017.10.09,1.174,1.1728,1.1757,1.1717,0,0.05,1.136287563
2017.10.06,1.1734,1.171,1.1739,1.1668,0,0.2,1.135908543
2017.10.05,1.1711,1.1758,1.178,1.1698,0,-0.41,1.135531745
2017.10.04,1.1759,1.1742,1.1789,1.1734,0,0.13,1.135174275
2017.10.03,1.1744,1.1733,1.1775,1.1696,0,0.1,1.134764971
2017.10.02,1.1732,1.1818,1.1818,1.173,0,-0.69,1.134366629
2017.09.29,1.1814,1.1787,1.1834,1.1773,0,0.24,1.133976344
2017.09.28,1.1786,1.1746,1.1805,1.1721,0,0.36,1.133499724
2017.09.27,1.1744,1.1793,1.1797,1.1717,0,-0.42,1.133046455
2017.09.26,1.1793,1.1848,1.1863,1.1758,0,-0.46,1.132630842
2017.09.25,1.1848,1.1953,1.1962,1.1833,0,-0.89,1.132161805
2017.09.22,1.1954,1.1942,1.2006,1.1937,0,0.11,1.131632778
2017.09.21,1.1941,1.1894,1.1955,1.1866,0,0.4,1.130991901
2017.09.20,1.1893,1.1994,1.2033,1.1862,0,-0.84,1.130357649
2017.09.19,1.1994,1.1955,1.2008,1.195,0,0.33,1.129765264
2017.09.18,1.1954,1.1949,1.1971,1.1915,0,0.09,1.129065417
2017.09.15,1.1943,1.1919,1.1988,1.1901,0,0.2,1.128398738
2017.09.14,1.1919,1.1884,1.1922,1.1837,0,0.28,1.127736414
2017.09.13,1.1886,1.1968,1.1996,1.1873,0,-0.68,1.127091553
2017.09.12,1.1967,1.1953,1.198,1.1926,0,0.12,1.126473378
2017.09.11,1.1953,1.2041,1.2041,1.1948,0,-0.68,1.125767583
2017.09.08,1.2035,1.2024,1.2094,1.2016,0,0.1,1.125068765
2017.09.07,1.2023,1.1917,1.2061,1.1914,0,0.89,1.124280511
2017.09.06,1.1917,1.1914,1.1951,1.1903,0,0.03,1.123496396
2017.09.05,1.1914,1.1896,1.1941,1.1868,0,0.15,1.122810932
2017.09.04,1.1896,1.1858,1.1923,1.1853,0,0.31,1.122121595
2017.09.01,1.1859,1.1911,1.1981,1.185,0,-0.43,1.12144342
2017.08.31,1.191,1.1884,1.1914,1.1823,0,0.23,1.120795615
2017.08.30,1.1883,1.1974,1.1986,1.1881,0,-0.74,1.120090043
2017.08.29,1.1972,1.1978,1.2069,1.1944,0,-0.06,1.119404516
2017.08.28,1.1979,1.1926,1.1985,1.1917,0,0.44,1.118622652
2017.08.25,1.1926,1.1799,1.1942,1.1773,0,1.08,1.117825895
2017.08.24,1.1799,1.1807,1.1821,1.1784,0,-0.08,1.117074396
2017.08.23,1.1808,1.1763,1.1825,1.174,0,0.39,1.116442983
2017.08.22,1.1762,1.1815,1.1826,1.1745,0,-0.46,1.115796179
2017.08.21,1.1816,1.175,1.183,1.1731,0,0.46,1.115189105
2017.08.18,1.1762,1.1723,1.1775,1.1707,0,0.32,1.114521659
2017.08.17,1.1724,1.1767,1.179,1.1662,0,-0.39,1.113901776
2017.08.16,1.177,1.1734,1.178,1.1682,0,0.3,1.113313855
2017.08.15,1.1735,1.178,1.1794,1.1688,0,-0.38,1.112673793
2017.08.14,1.178,1.1806,1.184,1.177,0,-0.34,1.112062474
2017.08.11,1.182,1.1772,1.1846,1.1747,0,0.41,1.111399785
2017.08.10,1.1772,1.1759,1.1786,1.1704,0,0.11,1.110690236
2017.08.09,1.1759,1.1752,1.1765,1.1689,0,0.08,1.110021796
2017.08.08,1.175,1.1794,1.1825,1.1714,0,-0.38,1.109359703
2017.08.07,1.1795,1.1768,1.1816,1.1768,0,0.2,1.108700002
2017.08.04,1.1772,1.1871,1.1893,1.1731,0,-0.83,1.107988444
2017.08.03,1.187,1.1856,1.1894,1.1831,0,0.12,1.10729285
2017.08.02,1.1856,1.1802,1.1911,1.1794,0,0.47,1.106491773
2017.08.01,1.1801,1.1841,1.1846,1.1784,0,-0.35,1.105696716
2017.07.31,1.1842,1.1737,1.1847,1.1723,0,0.77,1.104948944
2017.07.28,1.1752,1.1677,1.1765,1.1671,0,0.64,1.104152451
2017.07.27,1.1677,1.1734,1.1777,1.1649,0,-0.49,1.103438406
2017.07.26,1.1734,1.1648,1.1741,1.1613,0,0.7,1.10279256
2017.07.25,1.1652,1.1639,1.1713,1.1631,0,0.09,1.102082938
2017.07.24,1.1642,1.1662,1.1688,1.1628,0,-0.18,1.101448595
2017.07.21,1.1663,1.1634,1.1684,1.162,0,0.28,1.100817928
2017.07.20,1.1631,1.1513,1.1657,1.1479,0,1.01,1.100159817
2017.07.19,1.1515,1.1553,1.1559,1.1509,0,-0.35,1.099527252
2017.07.18,1.1555,1.1479,1.1585,1.1473,0,0.66,1.099004913
2017.07.17,1.1479,1.1463,1.1488,1.1433,0,0.09,1.098437123
2017.07.14,1.1469,1.14,1.1473,1.1392,0,0.61,1.097940009
2017.07.13,1.1399,1.1413,1.1459,1.1373,0,-0.11,1.097447949
2017.07.12,1.1412,1.1467,1.1491,1.1392,0,-0.48,1.097021295
2017.07.11,1.1467,1.1399,1.1481,1.1383,0,0.59,1.096577288
2017.07.10,1.14,1.1391,1.1418,1.1381,0,-0.01,1.096073542
2017.07.07,1.1401,1.1423,1.144,1.1379,0,-0.19,1.09563207
2017.07.06,1.1423,1.1351,1.1425,1.1329,0,0.62,1.095185156
2017.07.05,1.1353,1.1345,1.1369,1.1312,0,0.07,1.09471164
2017.07.04,1.1345,1.1366,1.138,1.1338,0,-0.17,1.094303717
2017.07.03,1.1364,1.1422,1.1431,1.1357,0,-0.54,1.093899734
2017.06.30,1.1426,1.1442,1.1448,1.1393,0,-0.13,1.093472596
2017.06.29,1.1441,1.1376,1.1446,1.1373,0,0.55,1.092978853
2017.06.28,1.1378,1.1339,1.1392,1.1292,0,0.34,1.092465073
2017.06.27,1.1339,1.1183,1.1351,1.1178,0,1.4,1.092009445
2017.06.26,1.1182,1.1202,1.1222,1.1173,0,-0.11,1.091588435
2017.06.23,1.1194,1.1152,1.1211,1.1145,0,0.37,1.091320982
2017.06.22,1.1153,1.1168,1.1179,1.114,0,-0.13,1.091038781
2017.06.21,1.1168,1.1133,1.1171,1.1128,0,0.31,1.090794949
2017.06.20,1.1134,1.1147,1.1166,1.1117,0,-0.13,1.090533592
2017.06.19,1.1149,1.1199,1.1214,1.1141,0,-0.43,1.090303779
2017.06.16,1.1197,1.1143,1.1202,1.1138,0,0.47,1.090056581
2017.06.15,1.1145,1.1219,1.1231,1.1132,0,-0.65,1.089758657
