Date,Price,Open,High,Low,Change %,200EMA,20EMA
09/11/2007,1.3838,1.3807,1.3849,1.3779,0.29%,1.3384,1.3671
09/10/2007,1.3798,1.3784,1.3817,1.3767,0.22%,1.3379,1.3654
09/07/2007,1.3768,1.3695,1.38,1.3664,0.58%,1.3375,1.3638
09/06/2007,1.3689,1.365,1.3711,1.3635,0.29%,1.3371,1.3625
09/05/2007,1.365,1.3604,1.3673,1.3569,0.32%,1.3368,1.3618
09/04/2007,1.3607,1.3622,1.3628,1.3552,-0.10%,1.3365,1.3614
09/03/2007,1.3621,1.3628,1.3656,1.3603,-0.07%,1.3363,1.3615
08/31/2007,1.363,1.3637,1.3721,1.3621,-0.06%,1.336,1.3615
08/30/2007,1.3638,1.3678,1.3679,1.3593,-0.28%,1.3357,1.3613
08/29/2007,1.3676,1.3601,1.3681,1.3563,0.53%,1.3355,1.361
08/28/2007,1.3604,1.3642,1.3681,1.3599,-0.29%,1.3351,1.3604
08/27/2007,1.3644,1.3671,1.3686,1.3634,-0.27%,1.3349,1.3603
08/24/2007,1.3681,1.3566,1.3682,1.3554,0.83%,1.3346,1.3599
08/23/2007,1.3569,1.3549,1.3589,1.3535,0.14%,1.3342,1.3591
08/22/2007,1.355,1.3462,1.355,1.3449,0.65%,1.334,1.3593
08/21/2007,1.3462,1.3476,1.3523,1.3457,-0.08%,1.3338,1.3597
08/20/2007,1.3473,1.348,1.3509,1.346,-0.02%,1.3337,1.3612
08/17/2007,1.3476,1.342,1.3546,1.3371,0.39%,1.3335,1.3626
08/16/2007,1.3424,1.3426,1.3449,1.3359,-0.01%,1.3334,1.3642
08/15/2007,1.3426,1.3536,1.3539,1.3425,-0.82%,1.3333,1.3665
08/14/2007,1.3537,1.3607,1.363,1.3531,-0.54%,1.3332,1.369
08/13/2007,1.3611,1.3687,1.371,1.3603,-0.60%,1.333,1.3706
08/10/2007,1.3693,1.3678,1.3706,1.3641,0.15%,1.3327,1.3716
08/09/2007,1.3672,1.3794,1.3819,1.3655,-0.90%,1.3324,1.3719
08/08/2007,1.3796,1.3744,1.3828,1.372,0.38%,1.332,1.3724
08/07/2007,1.3744,1.379,1.3817,1.3735,-0.36%,1.3315,1.3716
08/06/2007,1.3794,1.3828,1.384,1.378,0.15%,1.3311,1.3713
08/03/2007,1.3774,1.3703,1.382,1.3682,0.54%,1.3306,1.3705
08/02/2007,1.37,1.3681,1.3708,1.3651,0.22%,1.3302,1.3697
08/01/2007,1.367,1.3676,1.3712,1.3638,-0.02%,1.3298,1.3697
07/31/2007,1.3673,1.3695,1.3728,1.3669,-0.15%,1.3294,1.37
07/30/2007,1.3693,1.3615,1.3706,1.3609,0.43%,1.329,1.3703
07/27/2007,1.3634,1.3737,1.3754,1.3627,-0.80%,1.3286,1.3704
07/26/2007,1.3744,1.3725,1.3773,1.3691,0.15%,1.3282,1.3711
07/25/2007,1.3724,1.3828,1.3831,1.3697,-0.75%,1.3278,1.3708
07/24/2007,1.3828,1.3809,1.3854,1.3799,0.12%,1.3273,1.3706
07/23/2007,1.3811,1.3838,1.3845,1.3796,-0.12%,1.3268,1.3693
07/20/2007,1.3827,1.3797,1.3844,1.3779,0.21%,1.3262,1.3681
07/19/2007,1.3798,1.3805,1.3832,1.3786,-0.04%,1.3257,1.3665
07/18/2007,1.3803,1.3782,1.3834,1.3752,0.11%,1.3251,1.3651
07/17/2007,1.3788,1.3774,1.3801,1.3758,0.12%,1.3246,1.3635
07/16/2007,1.3771,1.3779,1.3803,1.3758,-0.09%,1.324,1.3619
07/13/2007,1.3784,1.3788,1.3815,1.3763,-0.07%,1.3235,1.3603
07/12/2007,1.3794,1.3746,1.38,1.3742,0.35%,1.3229,1.3584
07/11/2007,1.3746,1.3748,1.3786,1.3731,0.00%,1.3224,1.3562
07/10/2007,1.3746,1.3632,1.375,1.3594,0.86%,1.3218,1.3543
07/09/2007,1.3629,1.3633,1.364,1.3609,0.01%,1.3213,1.3521
07/06/2007,1.3628,1.3597,1.3642,1.3568,0.22%,1.3209,1.351
07/05/2007,1.3598,1.3613,1.3662,1.3579,-0.10%,1.3205,1.3498
07/04/2007,1.3612,1.3609,1.3632,1.3605,0.00%,1.3201,1.3487
07/03/2007,1.3612,1.3632,1.3636,1.3583,-0.10%,1.3197,1.3474
07/02/2007,1.3626,1.3542,1.3639,1.3529,0.62%,1.3192,1.3459
06/29/2007,1.3542,1.3447,1.3542,1.343,0.71%,1.3188,1.3442
06/28/2007,1.3446,1.3451,1.3482,1.3423,-0.04%,1.3184,1.3431
06/27/2007,1.3452,1.3457,1.346,1.3415,-0.01%,1.3182,1.343
06/26/2007,1.3453,1.3462,1.3481,1.3432,-0.08%,1.3179,1.3427
06/25/2007,1.3464,1.3466,1.3474,1.3439,-0.04%,1.3176,1.3425
06/22/2007,1.3469,1.3386,1.3471,1.3381,0.54%,1.3174,1.3421
06/21/2007,1.3396,1.3403,1.3409,1.3373,-0.07%,1.3171,1.3415
06/20/2007,1.3405,1.3424,1.3438,1.3396,-0.16%,1.3168,1.3417
06/19/2007,1.3427,1.3414,1.3437,1.3382,0.09%,1.3166,1.3419
06/18/2007,1.3415,1.3377,1.342,1.3376,0.20%,1.3163,1.3418
06/15/2007,1.3388,1.3306,1.339,1.3304,0.57%,1.3161,1.3418
06/14/2007,1.3312,1.3314,1.3325,1.3279,0.00%,1.3158,1.3421
06/13/2007,1.3312,1.3302,1.3316,1.3264,0.08%,1.3157,1.3433
06/12/2007,1.3302,1.3357,1.3369,1.33,-0.43%,1.3155,1.3446
06/11/2007,1.3359,1.3363,1.3365,1.3333,-0.11%,1.3154,1.3461
06/08/2007,1.3374,1.3426,1.3429,1.332,-0.42%,1.3152,1.3472
06/07/2007,1.343,1.3504,1.3514,1.3422,-0.55%,1.315,1.3482
06/06/2007,1.3504,1.3517,1.3541,1.3485,-0.15%,1.3147,1.3487
06/05/2007,1.3524,1.3494,1.3555,1.3487,0.23%,1.3143,1.3485
06/04/2007,1.3493,1.3445,1.35,1.3432,0.33%,1.3139,1.3481
06/01/2007,1.3449,1.3453,1.3464,1.3392,-0.03%,1.3136,1.348
05/31/2007,1.3453,1.343,1.3478,1.3424,0.19%,1.3133,1.3483
05/30/2007,1.3428,1.3447,1.3457,1.3407,-0.13%,1.3129,1.3487
05/29/2007,1.3446,1.345,1.3522,1.342,-0.05%,1.3126,1.3493
05/28/2007,1.3453,1.3447,1.3464,1.3445,0.09%,1.3123,1.3498
05/25/2007,1.3441,1.3431,1.3474,1.3411,0.10%,1.312,1.3502
05/24/2007,1.3428,1.346,1.3462,1.3415,-0.25%,1.3117,1.3509
05/23/2007,1.3462,1.3451,1.3504,1.3415,0.08%,1.3114,1.3517
05/22/2007,1.3451,1.3461,1.348,1.3438,-0.13%,1.311,1.3523
05/21/2007,1.3468,1.3519,1.3529,1.3436,-0.30%,1.3107,1.3531
05/18/2007,1.3509,1.3498,1.3522,1.3465,0.10%,1.3103,1.3538
05/17/2007,1.3495,1.3516,1.3545,1.3475,-0.19%,1.3099,1.3541
05/16/2007,1.3521,1.3594,1.3611,1.3504,-0.52%,1.3095,1.3545
05/15/2007,1.3592,1.3542,1.3611,1.3527,0.37%,1.3091,1.3548
05/14/2007,1.3542,1.3533,1.3559,1.3525,0.10%,1.3086,1.3543
05/11/2007,1.3529,1.3476,1.3533,1.3462,0.33%,1.3081,1.3543
05/10/2007,1.3485,1.3527,1.3565,1.3465,-0.33%,1.3077,1.3545
05/09/2007,1.3529,1.3546,1.3567,1.3519,-0.10%,1.3072,1.3551
05/08/2007,1.3542,1.36,1.3623,1.3515,-0.42%,1.3068,1.3554
05/07/2007,1.3599,1.3602,1.3629,1.3592,0.07%,1.3063,1.3555
05/04/2007,1.359,1.3548,1.3611,1.3531,0.25%,1.3058,1.355
05/03/2007,1.3556,1.3584,1.3624,1.3548,-0.25%,1.3052,1.3546
05/02/2007,1.359,1.3605,1.3613,1.356,-0.11%,1.3047,1.3545
05/01/2007,1.3605,1.3641,1.3674,1.359,-0.31%,1.3042,1.354
04/30/2007,1.3647,1.3634,1.368,1.3588,-0.04%,1.3036,1.3533
04/27/2007,1.3653,1.3592,1.3683,1.3586,0.43%,1.303,1.3521
04/26/2007,1.3594,1.3643,1.3655,1.3584,-0.32%,1.3024,1.3507
04/25/2007,1.3638,1.3638,1.3666,1.3619,-0.04%,1.3018,1.3498
04/24/2007,1.3643,1.3579,1.3645,1.3548,0.49%,1.3012,1.3483
04/23/2007,1.3577,1.3603,1.3609,1.3542,-0.10%,1.3005,1.3467
04/20/2007,1.3591,1.3614,1.3638,1.3585,-0.12%,1.3,1.3455
04/19/2007,1.3608,1.3612,1.3621,1.3559,-0.01%,1.2994,1.3441
04/18/2007,1.3609,1.3575,1.3619,1.3544,0.27%,1.2988,1.3423
04/17/2007,1.3572,1.3526,1.3595,1.3521,0.29%,1.2981,1.3404
04/16/2007,1.3533,1.3556,1.3577,1.3529,0.03%,1.2975,1.3386
04/13/2007,1.3529,1.3489,1.3554,1.3479,0.31%,1.297,1.337
04/12/2007,1.3487,1.3432,1.3504,1.343,0.41%,1.2964,1.3354
04/11/2007,1.3432,1.3434,1.3443,1.3407,-0.04%,1.2959,1.334
04/10/2007,1.3437,1.3358,1.3457,1.3348,0.62%,1.2954,1.333
04/09/2007,1.3354,1.3373,1.338,1.334,-0.19%,1.2949,1.3319
04/06/2007,1.3379,1.3429,1.3435,1.3365,-0.32%,1.2945,1.3315
04/05/2007,1.3422,1.3373,1.3443,1.3352,0.37%,1.2941,1.3308
04/04/2007,1.3373,1.3325,1.3382,1.3319,0.28%,1.2936,1.3296
04/03/2007,1.3335,1.3367,1.3384,1.3319,-0.25%,1.2932,1.3288
04/02/2007,1.3369,1.3375,1.3384,1.3331,0.08%,1.2928,1.3283
03/30/2007,1.3358,1.3329,1.3403,1.3289,0.19%,1.2923,1.3274
03/29/2007,1.3333,1.3315,1.3356,1.3301,0.12%,1.2919,1.3265
03/28/2007,1.3317,1.3356,1.3375,1.3307,-0.28%,1.2915,1.3258
03/27/2007,1.3354,1.3331,1.3371,1.3319,0.14%,1.2911,1.3252
03/26/2007,1.3335,1.329,1.3349,1.3254,0.38%,1.2906,1.3241
03/23/2007,1.3285,1.3333,1.3345,1.3282,-0.36%,1.2902,1.3232
03/22/2007,1.3333,1.3384,1.3413,1.331,-0.40%,1.2898,1.3226
03/21/2007,1.3386,1.3321,1.339,1.3287,0.53%,1.2894,1.3215
03/20/2007,1.3316,1.3301,1.3324,1.327,0.11%,1.2889,1.3197
03/19/2007,1.3302,1.3319,1.3327,1.3279,-0.09%,1.2884,1.3184
03/16/2007,1.3314,1.3238,1.3342,1.3232,0.57%,1.288,1.3172
03/15/2007,1.3239,1.322,1.3254,1.3193,0.11%,1.2876,1.3157
03/14/2007,1.3224,1.3199,1.3247,1.3175,0.20%,1.2872,1.3148
03/13/2007,1.3198,1.3189,1.3223,1.3155,0.08%,1.2869,1.314
03/12/2007,1.3188,1.3115,1.3202,1.3108,0.56%,1.2865,1.3134
03/09/2007,1.3114,1.3131,1.3159,1.3085,-0.11%,1.2862,1.3128
03/08/2007,1.3129,1.3175,1.3184,1.3115,-0.36%,1.286,1.313
03/07/2007,1.3176,1.3127,1.3187,1.3109,0.37%,1.2857,1.313
03/06/2007,1.3127,1.3093,1.3133,1.3079,0.24%,1.2854,1.3125
03/05/2007,1.3095,1.3205,1.3214,1.3071,-0.75%,1.2851,1.3125
03/02/2007,1.3194,1.3188,1.3203,1.3142,0.06%,1.2848,1.3128
03/01/2007,1.3186,1.323,1.3241,1.3154,-0.37%,1.2845,1.3121
02/28/2007,1.3235,1.3244,1.3249,1.318,-0.05%,1.2841,1.3115
02/27/2007,1.3242,1.3188,1.3261,1.316,0.44%,1.2838,1.3102
02/26/2007,1.3184,1.3165,1.3201,1.3152,0.13%,1.2833,1.3087
02/23/2007,1.3167,1.3123,1.319,1.3102,0.32%,1.283,1.3077
02/22/2007,1.3125,1.3138,1.3144,1.3079,-0.10%,1.2827,1.3067
02/21/2007,1.3138,1.3144,1.3167,1.311,0.00%,1.2824,1.3061
02/20/2007,1.3138,1.3155,1.319,1.3127,-0.13%,1.282,1.3053
02/19/2007,1.3155,1.3158,1.3165,1.3122,0.11%,1.2817,1.3044
02/16/2007,1.3141,1.3142,1.3148,1.3093,-0.04%,1.2814,1.3033
02/15/2007,1.3146,1.3131,1.3173,1.3117,0.13%,1.2811,1.3021
02/14/2007,1.3129,1.3039,1.3154,1.3024,0.71%,1.2807,1.3008
02/13/2007,1.3037,1.2965,1.3045,1.2952,0.56%,1.2804,1.2995
02/12/2007,1.2965,1.2992,1.3041,1.2942,-0.31%,1.2802,1.2991
02/09/2007,1.3005,1.3041,1.3047,1.2982,-0.26%,1.28,1.2994
02/08/2007,1.3039,1.3014,1.3043,1.2974,0.15%,1.2798,1.2993
02/07/2007,1.3019,1.2981,1.3025,1.2965,0.29%,1.2795,1.2988
02/06/2007,1.2982,1.2931,1.2992,1.2912,0.46%,1.2793,1.2984
02/05/2007,1.2923,1.2964,1.297,1.2913,-0.35%,1.2791,1.2985
02/02/2007,1.2969,1.3024,1.3064,1.295,-0.41%,1.279,1.2991
02/01/2007,1.3022,1.3032,1.3053,1.2999,-0.09%,1.2788,1.2993
01/31/2007,1.3034,1.2969,1.3038,1.2923,0.53%,1.2786,1.299
01/30/2007,1.2965,1.2957,1.2982,1.2942,0.08%,1.2783,1.2986
01/29/2007,1.2955,1.2919,1.2967,1.2898,0.31%,1.2782,1.2988
01/26/2007,1.2915,1.2936,1.2944,1.2875,-0.14%,1.278,1.2992
01/25/2007,1.2933,1.2967,1.3004,1.2914,-0.22%,1.2778,1.3
01/24/2007,1.2961,1.3022,1.3037,1.2946,-0.49%,1.2777,1.3007
01/23/2007,1.3025,1.2949,1.3046,1.2928,0.59%,1.2775,1.3011
01/22/2007,1.2948,1.2963,1.2982,1.2921,-0.14%,1.2773,1.301
01/19/2007,1.2966,1.2962,1.3002,1.2913,0.09%,1.2771,1.3016
01/18/2007,1.2954,1.2944,1.2978,1.2896,0.12%,1.2769,1.3022
01/17/2007,1.2938,1.2919,1.2952,1.2896,0.15%,1.2767,1.3029
01/16/2007,1.2919,1.2941,1.2992,1.2909,-0.13%,1.2765,1.3039
01/15/2007,1.2936,1.2927,1.2959,1.2914,0.15%,1.2764,1.3051
01/12/2007,1.2917,1.2891,1.2946,1.2866,0.19%,1.2762,1.3063
01/11/2007,1.2893,1.2937,1.3016,1.2881,-0.32%,1.276,1.3079
01/10/2007,1.2934,1.3002,1.3008,1.2931,-0.48%,1.2759,1.3098
01/09/2007,1.2997,1.3023,1.3054,1.2985,-0.18%,1.2757,1.3115
01/08/2007,1.302,1.3013,1.3037,1.2973,0.13%,1.2755,1.3128
01/05/2007,1.3003,1.3085,1.3106,1.298,-0.63%,1.2752,1.3139
01/04/2007,1.3085,1.3167,1.3182,1.3074,-0.59%,1.275,1.3154
01/03/2007,1.3163,1.3272,1.3291,1.3146,-0.86%,1.2746,1.3161
01/02/2007,1.3277,1.3201,1.3299,1.3196,0.59%,1.2742,1.3161
01/01/2007,1.3199,1.3197,1.3203,1.3171,0.00%,1.2737,1.3148
12/29/2006,1.3199,1.315,1.3208,1.3138,0.39%,1.2732,1.3143
12/28/2006,1.3148,1.3119,1.3203,1.3104,0.21%,1.2727,1.3137
12/27/2006,1.312,1.3098,1.318,1.3093,0.18%,1.2723,1.3136
12/26/2006,1.3096,1.3117,1.3142,1.3089,-0.27%,1.2719,1.3138
12/25/2006,1.3131,1.3133,1.3165,1.31,-0.10%,1.2715,1.3142
12/22/2006,1.3144,1.3174,1.3216,1.3109,-0.22%,1.2711,1.3143
12/21/2006,1.3173,1.3175,1.3218,1.314,-0.04%,1.2707,1.3143
12/20/2006,1.3178,1.3188,1.3246,1.316,-0.11%,1.2702,1.314
12/19/2006,1.3192,1.3102,1.3217,1.3083,0.70%,1.2697,1.3136
12/18/2006,1.31,1.3083,1.3123,1.3053,0.13%,1.2692,1.313
12/15/2006,1.3083,1.3144,1.3188,1.3059,-0.48%,1.2688,1.3133
12/14/2006,1.3146,1.3215,1.3255,1.314,-0.54%,1.2684,1.3138
12/13/2006,1.3218,1.3282,1.329,1.3191,-0.47%,1.268,1.3138
12/12/2006,1.328,1.3238,1.3292,1.3211,0.32%,1.2674,1.3129
12/11/2006,1.3237,1.3178,1.3265,1.3131,0.27%,1.2668,1.3113
12/08/2006,1.3201,1.3287,1.3365,1.3192,-0.68%,1.2663,1.31
12/07/2006,1.3291,1.3283,1.3327,1.3274,-0.02%,1.2657,1.309
12/06/2006,1.3293,1.3317,1.3342,1.3255,-0.23%,1.2651,1.3068
12/05/2006,1.3323,1.3338,1.3365,1.3285,0.02%,1.2644,1.3045
12/04/2006,1.3321,1.3334,1.3369,1.3282,-0.11%,1.2637,1.3016
12/01/2006,1.3336,1.3243,1.335,1.3217,0.72%,1.2631,1.2983
11/30/2006,1.3241,1.3154,1.3275,1.3141,0.71%,1.2624,1.2946
11/29/2006,1.3148,1.3199,1.322,1.3131,-0.40%,1.2617,1.2915
11/28/2006,1.3201,1.3133,1.3209,1.3114,0.52%,1.2612,1.2891
11/27/2006,1.3133,1.3171,1.3173,1.3087,0.31%,1.2606,1.2858
11/24/2006,1.3093,1.2946,1.3112,1.2944,1.17%,1.2601,1.2829
11/23/2006,1.2942,1.2946,1.2976,1.2927,-0.02%,1.2596,1.2801
11/22/2006,1.2944,1.2843,1.2959,1.2837,0.77%,1.2592,1.2787
11/21/2006,1.2845,1.2818,1.2856,1.2797,0.26%,1.2589,1.277
11/20/2006,1.2812,1.283,1.2856,1.2805,-0.12%,1.2586,1.2762
11/17/2006,1.2828,1.2793,1.2847,1.2761,0.23%,1.2584,1.2757
11/16/2006,1.2798,1.2826,1.2842,1.2784,-0.22%,1.2581,1.2749
11/15/2006,1.2826,1.2813,1.2837,1.2772,0.11%,1.2579,1.2744
11/14/2006,1.2812,1.2807,1.2873,1.279,0.07%,1.2577,1.2736
11/13/2006,1.2803,1.2843,1.2879,1.2795,-0.32%,1.2574,1.2728
11/10/2006,1.2844,1.2828,1.2901,1.2826,0.14%,1.2572,1.272
11/09/2006,1.2826,1.2757,1.2849,1.275,0.54%,1.2569,1.2706
11/08/2006,1.2757,1.2773,1.2811,1.2744,-0.12%,1.2567,1.2694
11/07/2006,1.2772,1.2724,1.2821,1.2721,0.40%,1.2565,1.2687
11/06/2006,1.2721,1.2719,1.2727,1.2689,0.02%,1.2563,1.2678
11/03/2006,1.2718,1.2779,1.2793,1.2682,-0.45%,1.2561,1.2674
11/02/2006,1.2776,1.2757,1.2786,1.2736,0.16%,1.256,1.2669
11/01/2006,1.2755,1.2763,1.2799,1.2742,-0.06%,1.2558,1.2658
10/31/2006,1.2763,1.2726,1.2785,1.2679,0.24%,1.2556,1.2648
10/30/2006,1.2732,1.2732,1.2739,1.2699,-0.07%,1.2553,1.2636
10/27/2006,1.2741,1.2688,1.2753,1.2664,0.39%,1.2552,1.2625
10/26/2006,1.2692,1.2602,1.2704,1.26,0.71%,1.255,1.2613
10/25/2006,1.2602,1.2553,1.2625,1.255,0.36%,1.2548,1.2605
10/24/2006,1.2557,1.2548,1.2578,1.2523,0.07%,1.2548,1.2605
10/23/2006,1.2548,1.2618,1.2622,1.2534,-0.52%,1.2548,1.261
10/20/2006,1.2614,1.2626,1.2641,1.2597,-0.11%,1.2548,1.2617
10/19/2006,1.2628,1.2534,1.2645,1.253,0.76%,1.2547,1.2617
10/18/2006,1.2533,1.2534,1.2561,1.25,-0.04%,1.2546,1.2616
10/17/2006,1.2538,1.2532,1.2567,1.2508,0.06%,1.2546,1.2625
10/16/2006,1.253,1.2499,1.2538,1.2487,0.12%,1.2546,1.2634
10/13/2006,1.2515,1.2556,1.258,1.2484,-0.35%,1.2547,1.2645
10/12/2006,1.2559,1.2517,1.2567,1.2515,0.34%,1.2547,1.2659
10/11/2006,1.2517,1.2534,1.2559,1.2502,-0.17%,1.2547,1.2669
10/10/2006,1.2538,1.2593,1.2618,1.2517,-0.45%,1.2547,1.2685
10/09/2006,1.2595,1.2593,1.2618,1.2584,-0.04%,1.2547,1.2701
10/06/2006,1.26,1.269,1.2717,1.2574,-0.75%,1.2547,1.2712
10/05/2006,1.2695,1.2717,1.2732,1.2674,-0.17%,1.2546,1.2723
10/04/2006,1.2717,1.2729,1.2744,1.2666,-0.15%,1.2545,1.2726
10/03/2006,1.2736,1.2738,1.2769,1.2719,-0.02%,1.2543,1.2727
10/02/2006,1.2738,1.2683,1.2759,1.266,0.52%,1.2541,1.2726
09/29/2006,1.2672,1.2698,1.2714,1.2638,-0.27%,1.2539,1.2725
09/28/2006,1.2706,1.2698,1.2736,1.2677,0.05%,1.2538,1.2731
09/27/2006,1.27,1.2685,1.2721,1.267,0.12%,1.2536,1.2733
09/26/2006,1.2685,1.2748,1.2765,1.2662,-0.53%,1.2534,1.2737
09/25/2006,1.2752,1.2792,1.2827,1.2732,-0.22%,1.2533,1.2742
09/22/2006,1.278,1.2783,1.2835,1.2774,0.00%,1.2531,1.2741
09/21/2006,1.278,1.2688,1.2799,1.2681,0.73%,1.2528,1.2737
09/20/2006,1.2687,1.2673,1.2729,1.2662,0.06%,1.2526,1.2733
09/19/2006,1.2679,1.2698,1.2729,1.2651,-0.19%,1.2524,1.2738
09/18/2006,1.2703,1.2636,1.2712,1.263,0.44%,1.2522,1.2744
09/15/2006,1.2647,1.2721,1.2736,1.263,-0.58%,1.2521,1.2748
09/14/2006,1.2721,1.2698,1.2755,1.2674,0.21%,1.2519,1.2759
09/13/2006,1.2694,1.2683,1.2717,1.2664,0.07%,1.2517,1.2763
09/12/2006,1.2685,1.27,1.2734,1.267,-0.15%,1.2516,1.277
09/11/2006,1.2704,1.2668,1.2744,1.2647,0.24%,1.2514,1.2779
09/08/2006,1.2673,1.2732,1.2742,1.2649,-0.46%,1.2512,1.2787
09/07/2006,1.2732,1.2801,1.2832,1.2704,-0.57%,1.251,1.2799
09/06/2006,1.2805,1.2818,1.2837,1.2767,-0.10%,1.2508,1.2806
09/05/2006,1.2818,1.2862,1.2866,1.2793,-0.43%,1.2505,1.2806
09/04/2006,1.2873,1.2846,1.2876,1.2838,0.29%,1.2502,1.2805
09/01/2006,1.2836,1.2804,1.2848,1.2754,0.23%,1.2498,1.2798
08/31/2006,1.2807,1.2835,1.2881,1.2784,-0.25%,1.2495,1.2794
08/30/2006,1.2839,1.2824,1.2855,1.2811,0.08%,1.2492,1.2792
08/29/2006,1.2829,1.2786,1.2845,1.275,0.40%,1.2488,1.2788
08/28/2006,1.2778,1.2761,1.2822,1.2753,0.22%,1.2485,1.2783
08/25/2006,1.275,1.2767,1.2784,1.2725,-0.13%,1.2482,1.2784
08/24/2006,1.2767,1.2784,1.2845,1.275,-0.16%,1.2479,1.2787
08/23/2006,1.2788,1.2805,1.2853,1.2776,-0.13%,1.2476,1.2789
08/22/2006,1.2805,1.2887,1.2892,1.2783,-0.67%,1.2473,1.279
08/21/2006,1.2891,1.2828,1.294,1.2826,0.51%,1.247,1.2788
08/18/2006,1.2826,1.2831,1.2848,1.2781,-0.05%,1.2466,1.2777
08/17/2006,1.2832,1.2843,1.2893,1.2813,-0.10%,1.2462,1.2772
08/16/2006,1.2845,1.2784,1.2868,1.2767,0.45%,1.2458,1.2766
08/15/2006,1.2787,1.2723,1.2806,1.2695,0.53%,1.2454,1.2757
08/14/2006,1.2719,1.2713,1.2767,1.2706,-0.02%,1.2451,1.2754
08/11/2006,1.2722,1.2793,1.2801,1.2716,-0.56%,1.2448,1.2758
08/10/2006,1.2794,1.2865,1.2914,1.2748,-0.53%,1.2446,1.2762
08/09/2006,1.2862,1.2822,1.2904,1.2765,0.22%,1.2442,1.2758
08/08/2006,1.2834,1.2831,1.2896,1.2806,0.01%,1.2438,1.2747
08/07/2006,1.2833,1.2883,1.2893,1.283,-0.32%,1.2434,1.2738
08/04/2006,1.2874,1.2803,1.2912,1.276,0.54%,1.243,1.2728
08/03/2006,1.2805,1.279,1.2837,1.2742,0.13%,1.2425,1.2713
08/02/2006,1.2788,1.2824,1.2837,1.2774,-0.31%,1.2422,1.2703
08/01/2006,1.2828,1.2763,1.283,1.2719,0.51%,1.2418,1.2694
07/31/2006,1.2763,1.2767,1.2784,1.2738,-0.01%,1.2414,1.268
07/28/2006,1.2764,1.2697,1.2772,1.2658,0.52%,1.241,1.2671
07/27/2006,1.2698,1.2716,1.2774,1.2681,-0.15%,1.2407,1.2662
07/26/2006,1.2717,1.2579,1.2725,1.2559,1.11%,1.2404,1.2658
07/25/2006,1.2578,1.263,1.2675,1.2561,-0.45%,1.2401,1.2651
07/24/2006,1.2635,1.2702,1.2708,1.2609,-0.49%,1.2399,1.2659
07/21/2006,1.2697,1.263,1.2699,1.2624,0.55%,1.2396,1.2662
07/20/2006,1.2628,1.2591,1.2656,1.2588,0.28%,1.2393,1.2658
07/19/2006,1.2593,1.2503,1.261,1.2457,0.70%,1.2391,1.2661
07/18/2006,1.2506,1.2521,1.2561,1.2473,-0.10%,1.2389,1.2668
07/17/2006,1.2519,1.2632,1.2647,1.251,-1.04%,1.2388,1.2686
07/14/2006,1.2651,1.2692,1.2698,1.2625,-0.32%,1.2387,1.2703
07/13/2006,1.2692,1.2701,1.2734,1.2664,-0.08%,1.2384,1.2709
07/12/2006,1.2702,1.2763,1.2782,1.2675,-0.55%,1.2381,1.271
07/11/2006,1.2772,1.2736,1.2779,1.2704,0.27%,1.2378,1.2711
07/10/2006,1.2737,1.2812,1.2818,1.2718,-0.57%,1.2374,1.2705
07/07/2006,1.281,1.278,1.2864,1.2765,0.25%,1.237,1.2701
07/06/2006,1.2778,1.2723,1.2784,1.2719,0.45%,1.2365,1.269
07/05/2006,1.2721,1.2786,1.2841,1.2704,-0.58%,1.2361,1.2681
07/04/2006,1.2795,1.279,1.2824,1.2784,-0.02%,1.2358,1.2676
07/03/2006,1.2798,1.279,1.2825,1.2762,0.07%,1.2353,1.2664
06/30/2006,1.2789,1.2668,1.2797,1.2657,1.00%,1.2349,1.265
06/29/2006,1.2662,1.255,1.2668,1.2515,0.84%,1.2344,1.2635
06/28/2006,1.2557,1.2581,1.2586,1.2516,-0.21%,1.2341,1.2632
06/27/2006,1.2584,1.2588,1.262,1.2559,-0.03%,1.2339,1.264
06/26/2006,1.2588,1.2504,1.2605,1.25,0.61%,1.2337,1.2646
06/23/2006,1.2512,1.2572,1.2596,1.2479,-0.52%,1.2334,1.2652
06/22/2006,1.2578,1.2664,1.2681,1.255,-0.65%,1.2332,1.2667
06/21/2006,1.266,1.2584,1.2681,1.258,0.60%,1.233,1.2676
06/20/2006,1.2584,1.2578,1.2618,1.2538,0.08%,1.2327,1.2678
06/19/2006,1.2574,1.2649,1.2654,1.255,-0.56%,1.2324,1.2688
06/16/2006,1.2645,1.2634,1.2678,1.2619,0.08%,1.2321,1.27
06/15/2006,1.2635,1.2605,1.2658,1.2578,0.24%,1.2318,1.2706
06/14/2006,1.2605,1.2548,1.265,1.2534,0.49%,1.2315,1.2713
06/13/2006,1.2544,1.2582,1.262,1.2529,-0.33%,1.2312,1.2725
06/12/2006,1.2585,1.2618,1.2653,1.2567,-0.47%,1.231,1.2744
06/09/2006,1.2644,1.2653,1.2686,1.2596,-0.06%,1.2307,1.276
06/08/2006,1.2651,1.2794,1.2809,1.2625,-1.09%,1.2304,1.2773
06/07/2006,1.279,1.2819,1.2838,1.2758,-0.23%,1.23,1.2786
06/06/2006,1.282,1.2908,1.2938,1.2807,-0.67%,1.2295,1.2785
06/05/2006,1.2906,1.2929,1.298,1.29,-0.09%,1.229,1.2781
06/02/2006,1.2918,1.2813,1.2942,1.2795,0.84%,1.2284,1.2768
